product_id,time_id,customer_id,store_sales_sum,store_cost_sum,unit_sales_sum,fact_count
42,401,4772,5.6400,2.2560,2.0000,1
1135,401,2180,3.9200,1.2936,2.0000,1
180,401,2180,2.0700,1.0143,3.0000,1
741,401,8147,1.4600,0.5402,2.0000,1
1361,401,7053,3.6200,1.4118,2.0000,1
1471,401,7053,3.1000,1.4570,2.0000,1
1555,401,7053,5.9000,2.8320,2.0000,1
1305,401,7053,0.5700,0.2052,1.0000,1
213,420,8983,0.5600,0.2352,1.0000,1
1028,420,8983,4.4800,1.3888,2.0000,1
619,420,1333,6.7500,2.0925,3.0000,1
955,420,1333,11.4900,4.5960,3.0000,1
772,420,1333,5.8200,2.8518,3.0000,1
1322,420,1333,6.4000,2.5600,2.0000,1
818,420,1333,1.3500,0.6075,1.0000,1
1501,420,1333,7.5600,2.8728,3.0000,1
1082,420,5188,3.8200,1.6044,2.0000,1
1098,420,5188,4.1700,1.8348,3.0000,1
1048,420,5188,6.6300,2.0553,3.0000,1
1198,420,5188,6.8600,2.2638,2.0000,1
749,420,5188,8.0100,4.0050,3.0000,1
953,420,5188,8.2200,3.9456,3.0000,1
1182,420,2965,1.4000,0.6860,1.0000,1
799,420,2965,5.6800,1.7040,2.0000,1
803,420,2965,7.0200,2.9484,2.0000,1
60,420,2965,5.3200,1.9684,2.0000,1
316,420,2965,1.3100,0.4847,1.0000,1
693,420,2965,1.9900,0.9154,1.0000,1
443,420,4645,1.3300,0.5320,1.0000,1
726,420,4645,3.2100,1.3482,1.0000,1
1435,420,4645,5.4400,1.7952,2.0000,1
959,407,8854,3.0000,1.0800,2.0000,1
1109,407,8854,1.1000,0.4950,2.0000,1
659,407,8854,3.2100,1.3482,1.0000,1
449,407,8854,7.3800,3.3948,2.0000,1
666,407,8854,2.6700,1.2282,3.0000,1
157,407,8613,2.9500,1.2980,1.0000,1
1199,407,8613,5.1200,1.9968,2.0000,1
1189,407,8613,0.7600,0.3496,1.0000,1
806,407,8613,5.2000,2.5480,2.0000,1
397,407,8613,2.7000,1.2150,2.0000,1
1212,407,8613,0.5300,0.1908,1.0000,1
1322,407,5015,6.4000,2.1120,2.0000,1
407,407,5015,6.4200,2.1828,2.0000,1
451,407,5015,1.7800,0.6230,1.0000,1
733,407,5015,1.9500,0.6045,1.0000,1
1249,407,10179,1.4800,0.6364,1.0000,1
1039,407,10179,1.6200,0.5022,2.0000,1
687,407,3779,0.9700,0.3492,1.0000,1
1143,407,3779,3.5200,1.1616,2.0000,1
920,407,3779,1.4600,0.4818,2.0000,1
444,407,3779,5.1800,1.6576,2.0000,1
1459,407,3779,1.4300,0.6578,1.0000,1
1529,407,3779,3.2700,1.5696,1.0000,1
587,407,3779,6.5400,2.4198,2.0000,1
1203,399,7008,1.4600,0.5986,1.0000,1
381,399,7008,2.3300,0.7223,1.0000,1
144,399,7008,1.0200,0.4182,2.0000,1
1236,399,3883,3.3200,1.1620,1.0000,1
281,399,3883,2.6300,0.8153,1.0000,1
843,399,10261,2.9400,1.2642,1.0000,1
1047,399,10261,6.4600,1.9380,2.0000,1
597,399,2126,5.6000,1.6800,2.0000,1
1053,399,2126,1.8500,0.8880,1.0000,1
830,399,2126,4.9000,2.1070,2.0000,1
354,399,2126,2.2500,0.9225,1.0000,1
1369,399,2126,3.3800,1.0816,1.0000,1
1440,399,2126,5.6200,2.1356,2.0000,1
1554,399,6319,2.5400,0.8382,1.0000,1
545,399,6319,1.4500,0.5510,1.0000,1
18,446,5873,2.6700,0.8544,1.0000,1
74,446,5873,3.1400,1.3502,2.0000,1
1049,446,5873,7.8600,2.9868,2.0000,1
1239,446,5873,4.5600,1.3680,2.0000,1
1276,446,5397,2.8600,0.9438,2.0000,1
973,446,5397,2.6800,1.0988,2.0000,1
1056,446,5397,5.8600,2.4026,2.0000,1
806,446,5397,2.6000,1.1440,1.0000,1
710,446,206,1.1900,0.5831,1.0000,1
1526,446,206,3.3000,0.9900,2.0000,1
321,446,206,4.8200,2.0244,2.0000,1
697,446,206,2.6600,0.9842,2.0000,1
547,446,1493,4.6200,2.1714,2.0000,1
431,446,1493,0.9600,0.3744,1.0000,1
194,446,7656,6.7200,2.6880,2.0000,1
664,446,7656,1.7400,0.5220,1.0000,1
82,446,7656,2.7000,1.2420,1.0000,1
271,446,7656,4.7400,1.8012,2.0000,1
980,454,7192,1.7200,0.8084,1.0000,1
1063,454,7192,9.5400,4.6746,3.0000,1
814,454,7192,5.1900,2.4393,3.0000,1
5,454,7192,4.3800,1.9272,2.0000,1
1119,454,3739,6.3400,2.2824,2.0000,1
231,454,3739,5.3000,2.0670,2.0000,1
1047,454,8572,3.2300,1.1628,1.0000,1
864,454,8572,1.6300,0.6520,1.0000,1
1413,454,8572,3.3800,1.1830,1.0000,1
1323,454,8572,5.8800,2.4108,2.0000,1
448,454,8572,1.5400,0.7084,1.0000,1
684,454,5188,1.3600,0.4352,2.0000,1
368,454,5188,3.4200,1.5732,3.0000,1
1316,454,5188,1.4200,0.6106,2.0000,1
29,454,5188,5.3400,1.6554,3.0000,1
1050,454,6319,2.5600,0.9216,2.0000,1
828,454,6319,2.5800,0.8772,2.0000,1
351,454,6319,5.5200,1.7664,2.0000,1
152,454,4563,2.8900,1.3005,1.0000,1
821,454,4563,3.8200,1.7954,2.0000,1
784,454,4563,1.0400,0.3744,2.0000,1
68,454,4563,7.1200,2.2784,2.0000,1
712,430,9618,3.8700,1.6641,1.0000,1
1061,430,9618,1.6600,0.6806,1.0000,1
13,430,9618,2.6500,1.1130,1.0000,1
456,430,9618,5.3400,2.3496,2.0000,1
732,430,7961,0.9100,0.4277,1.0000,1
683,430,7961,2.1600,0.8208,1.0000,1
832,430,7961,6.4800,2.3976,2.0000,1
1527,430,7961,3.4600,1.6954,1.0000,1
1426,430,6403,3.7400,1.5334,1.0000,1
484,430,6403,3.6400,1.2740,1.0000,1
1339,430,6403,1.3100,0.4978,1.0000,1
1476,430,6403,2.2600,1.0396,1.0000,1
334,430,6403,1.5600,0.4836,2.0000,1
230,430,6403,1.1900,0.5831,1.0000,1
447,430,1333,5.7600,2.3616,2.0000,1
480,430,5649,5.0700,2.3829,3.0000,1
524,430,5649,3.4800,1.1136,2.0000,1
1166,430,6468,2.2100,1.0387,1.0000,1
850,430,6468,3.9900,1.5561,3.0000,1
241,430,6468,8.7300,3.0555,3.0000,1
97,430,6468,0.5900,0.2891,1.0000,1
114,430,6468,2.7600,1.1316,3.0000,1
142,431,9278,2.3200,0.9744,1.0000,1
757,431,9278,1.4700,0.4410,1.0000,1
468,431,9278,3.4800,1.5312,2.0000,1
1333,431,8177,0.9300,0.3162,1.0000,1
711,431,8177,2.8900,1.0982,1.0000,1
1433,431,8177,5.2600,2.4196,2.0000,1
412,431,8177,2.7600,0.8556,2.0000,1
1264,431,854,2.3500,1.0340,1.0000,1
1308,431,854,5.1600,2.3220,2.0000,1
33,431,854,1.3600,0.4216,1.0000,1
898,431,9278,1.7400,0.8526,1.0000,1
848,431,9278,2.2600,0.9040,1.0000,1
998,431,9278,2.5000,0.9750,2.0000,1
549,431,9278,1.6800,0.5376,1.0000,1
732,431,2630,1.8200,0.7826,2.0000,1
1347,431,2630,1.7700,0.7611,1.0000,1
1058,431,2630,2.7600,1.1592,1.0000,1
782,431,2630,4.6800,1.6848,2.0000,1
1198,431,2630,6.8600,2.9498,2.0000,1
1297,431,7456,1.6600,0.5478,1.0000,1
1208,431,7456,2.8700,1.2628,1.0000,1
332,431,7456,2.2100,0.8177,1.0000,1
988,431,7456,3.6100,1.4801,1.0000,1
1041,436,7586,1.4200,0.5680,2.0000,1
60,436,7586,5.3200,2.2876,2.0000,1
1447,436,7586,2.9600,1.0952,1.0000,1
279,436,8523,5.6400,2.1996,2.0000,1
762,436,8523,3.7000,1.1840,1.0000,1
739,436,2741,7.1400,2.7132,3.0000,1
1355,436,2741,1.2600,0.4158,2.0000,1
652,436,2741,1.6700,0.5177,1.0000,1
789,436,2741,3.6200,1.4842,1.0000,1
1371,436,8732,4.9400,2.2724,2.0000,1
602,436,8732,4.2800,1.3696,2.0000,1
939,436,8732,1.4000,0.4480,2.0000,1
207,436,3211,1.2400,0.5332,1.0000,1
1394,436,3211,2.5300,0.9108,1.0000,1
119,436,3211,4.5600,2.1888,2.0000,1
829,436,3211,4.3400,2.1266,2.0000,1
673,436,3211,5.4800,2.4112,2.0000,1
772,436,7462,3.8800,1.6296,2.0000,1
1352,436,7462,2.6500,1.2190,1.0000,1
1462,436,7462,1.4600,0.6716,2.0000,1
1545,436,7462,4.5800,1.4656,2.0000,1
1333,479,3182,0.9300,0.3348,1.0000,1
312,479,3182,2.1300,1.0011,1.0000,1
1088,479,3182,6.6400,3.1208,2.0000,1
492,479,1934,3.5400,1.4514,2.0000,1
935,479,1934,2.8000,0.9520,1.0000,1
1164,479,1934,3.4200,1.3680,2.0000,1
1208,479,1934,2.8700,1.2054,1.0000,1
1491,479,1934,2.5800,1.0578,1.0000,1
642,479,1934,1.6600,0.6308,1.0000,1
486,479,1934,1.1400,0.4674,1.0000,1
659,479,1057,3.2100,1.4124,1.0000,1
22,479,1057,4.5800,1.8778,2.0000,1
1518,479,1057,3.5200,1.6544,1.0000,1
975,479,1057,3.7600,1.7296,1.0000,1
632,479,1057,1.6600,0.5810,2.0000,1
1247,479,1057,3.3600,1.4112,2.0000,1
1197,479,5650,3.1400,1.0362,1.0000,1
1108,479,5650,1.6400,0.7052,1.0000,1
232,479,5650,2.6300,1.1309,1.0000,1
1443,479,4563,4.3400,2.0832,2.0000,1
767,479,4563,2.9000,1.1310,2.0000,1
1237,479,4563,2.7500,1.0175,1.0000,1
52,479,3645,2.1700,1.0850,1.0000,1
268,479,3645,1.7300,0.6574,1.0000,1
666,464,1264,0.8900,0.3916,1.0000,1
30,464,1264,2.8200,1.1562,2.0000,1
1111,464,1264,0.7800,0.3276,1.0000,1
982,464,1264,2.8800,1.1808,1.0000,1
639,464,1264,6.5600,2.2960,2.0000,1
1255,464,1264,2.4800,1.0416,2.0000,1
1205,464,5720,2.6000,0.8320,1.0000,1
1115,464,5720,2.5000,1.0750,1.0000,1
240,464,5720,0.8600,0.3096,1.0000,1
895,464,5720,0.6500,0.3185,1.0000,1
1531,464,6814,1.0200,0.4692,2.0000,1
550,464,6814,4.8000,1.9680,2.0000,1
379,464,6814,3.8500,1.5400,1.0000,1
63,464,6814,5.9000,2.7730,2.0000,1
1011,464,6814,6.3400,2.2190,2.0000,1
143,464,5720,4.9200,2.2632,2.0000,1
1158,464,5720,1.3200,0.5808,1.0000,1
1229,464,5720,2.6000,1.0140,2.0000,1
576,464,9517,1.4000,0.6160,2.0000,1
1418,464,9517,3.2200,1.5456,2.0000,1
863,464,9517,2.9800,0.9536,1.0000,1
663,464,5650,1.7600,0.8272,1.0000,1
426,464,5650,0.6000,0.2220,1.0000,1
310,464,5650,0.7600,0.2964,1.0000,1
659,464,5650,3.2100,0.9951,1.0000,1
1169,464,5650,2.9800,1.0132,1.0000,1
54,464,5650,5.8600,2.7542,2.0000,1
697,464,5650,2.6600,1.2236,2.0000,1
1356,480,1695,3.2000,1.0880,2.0000,1
1106,480,1695,3.0400,0.9728,2.0000,1
394,480,1695,6.2600,3.0674,2.0000,1
850,480,1695,1.3300,0.6517,1.0000,1
627,480,1695,1.7000,0.8160,1.0000,1
151,480,1695,5.8200,2.1534,2.0000,1
1099,480,206,3.2400,1.5228,1.0000,1
1436,480,206,1.8400,0.6072,2.0000,1
667,480,7798,2.6600,0.9044,1.0000,1
1176,480,7798,5.1300,2.3085,3.0000,1
1526,480,9305,1.6500,0.5115,1.0000,1
157,480,9305,5.9000,2.8320,2.0000,1
733,480,9305,3.9000,1.8330,2.0000,1
1293,480,10188,4.3200,1.9872,3.0000,1
1270,480,10188,5.3800,2.0982,2.0000,1
194,480,10188,3.3600,1.6128,1.0000,1
1463,480,8377,1.9800,0.6138,1.0000,1
321,480,8377,4.8200,1.7834,2.0000,1
458,480,5164,1.5000,0.7200,1.0000,1
1047,480,5164,3.2300,1.3889,1.0000,1
425,480,5164,2.5600,1.1008,2.0000,1
1147,480,5164,2.8400,0.9372,2.0000,1
125,480,5164,4.6400,1.9488,2.0000,1
487,480,5164,2.6000,1.2220,1.0000,1
1533,484,1810,2.5000,0.7750,1.0000,1
165,484,1810,3.5000,1.6800,2.0000,1
741,484,1810,1.4600,0.6132,2.0000,1
1300,484,1503,2.9000,1.3630,2.0000,1
864,484,1503,3.2600,1.2714,2.0000,1
1346,484,1503,2.3500,1.1045,1.0000,1
1373,484,7032,3.6000,1.0800,1.0000,1
780,484,338,5.6800,2.6128,2.0000,1
38,484,338,1.3100,0.4061,1.0000,1
708,484,338,3.6800,1.2512,1.0000,1
1181,484,338,1.7700,0.7257,1.0000,1
52,484,338,4.3400,1.9964,2.0000,1
1054,484,338,1.4800,0.6068,1.0000,1
1510,484,7456,1.9200,0.7872,2.0000,1
1354,484,7456,1.4800,0.5476,1.0000,1
678,484,7456,3.6900,1.1808,1.0000,1
1148,484,7456,2.6900,1.1836,1.0000,1
152,484,7456,5.7800,2.0230,2.0000,1
755,484,7456,2.9800,1.0430,1.0000,1
1401,484,1734,1.5900,0.5724,1.0000,1
502,484,10103,3.1700,1.2363,1.0000,1
918,484,10103,5.9400,2.3166,2.0000,1
59,462,5328,1.4000,0.6580,1.0000,1
1062,462,5328,4.7600,1.7136,2.0000,1
26,462,5328,1.7600,0.5632,2.0000,1
1162,462,5328,1.5900,0.5883,1.0000,1
253,462,6074,0.8900,0.2848,1.0000,1
895,462,6074,1.3000,0.5850,2.0000,1
525,462,6074,2.8500,1.0545,1.0000,1
808,462,6074,1.3900,0.5282,1.0000,1
1517,462,6074,1.1600,0.3712,2.0000,1
1361,462,6074,3.6200,1.7738,2.0000,1
579,462,7192,2.4900,1.0209,3.0000,1
329,462,7192,1.7400,0.7482,1.0000,1
1078,462,7192,1.6400,0.6724,1.0000,1
612,462,4076,2.3800,1.0234,1.0000,1
1471,462,4076,1.5500,0.7130,1.0000,1
316,462,1418,2.6200,1.0218,2.0000,1
1092,462,1418,4.7600,2.0944,2.0000,1
323,462,1418,3.5000,1.4350,1.0000,1
660,462,1418,5.6000,2.6880,2.0000,1
477,462,1418,0.8600,0.3956,1.0000,1
1026,462,1418,2.1300,0.8946,1.0000,1
1442,462,9794,3.2800,1.2464,2.0000,1
832,462,9794,3.2400,1.1988,1.0000,1
516,462,4863,5.5500,2.7195,3.0000,1
493,462,4863,7.9200,2.9304,3.0000,1
976,462,4863,3.5100,1.3338,3.0000,1
672,462,4863,10.0200,4.0080,3.0000,1
755,462,4863,5.9600,2.0860,2.0000,1
506,462,4863,11.0400,3.7536,3.0000,1
1258,514,9794,1.8300,0.5856,3.0000,1
249,514,9794,3.1800,1.3038,2.0000,1
160,514,9794,2.1300,0.9798,1.0000,1
842,514,9794,6.4000,2.3040,2.0000,1
353,514,9794,4.7100,2.3079,3.0000,1
676,514,9794,6.5800,2.3030,2.0000,1
852,514,9794,0.6900,0.2553,1.0000,1
97,514,1810,1.1800,0.4012,2.0000,1
1006,514,1810,2.1400,0.8132,1.0000,1
251,514,1810,4.8800,1.8544,2.0000,1
1372,514,1810,2.4900,1.0707,1.0000,1
296,514,1810,0.5000,0.1600,1.0000,1
407,514,1810,3.2100,1.4766,1.0000,1
490,514,1810,1.6500,0.8085,1.0000,1
227,514,10010,1.9800,0.7326,1.0000,1
847,514,7192,7.6800,2.6112,2.0000,1
1529,514,7192,9.8100,4.7088,3.0000,1
627,514,7192,1.7000,0.5780,1.0000,1
1363,514,7192,5.3200,2.0216,2.0000,1
1540,514,7192,7.0400,2.1824,2.0000,1
1013,514,5467,1.5500,0.6045,1.0000,1
1030,514,5467,2.6400,0.9240,1.0000,1
980,514,5467,3.4400,1.5136,2.0000,1
1130,514,5467,1.5500,0.5580,1.0000,1
210,503,3182,1.5400,0.6776,1.0000,1
281,503,3182,2.6300,0.8416,1.0000,1
897,503,3182,0.5400,0.2484,1.0000,1
194,503,3182,3.3600,1.6464,1.0000,1
138,503,7809,2.7000,0.9720,1.0000,1
757,503,5689,2.9400,1.3524,2.0000,1
1440,503,5689,2.8100,1.3488,1.0000,1
537,503,5689,7.9500,2.8620,3.0000,1
1273,503,5689,6.6200,3.0452,2.0000,1
1433,503,2872,5.2600,1.7884,2.0000,1
118,503,2872,1.4800,0.4588,1.0000,1
1360,503,2872,2.4200,0.9922,1.0000,1
751,503,2872,4.3800,1.7958,2.0000,1
1021,503,2872,1.2200,0.4026,1.0000,1
1037,503,2872,1.1600,0.4756,2.0000,1
921,503,8908,1.3500,0.4590,1.0000,1
1337,503,8908,1.1400,0.3762,2.0000,1
1233,503,8908,0.7300,0.3139,1.0000,1
717,503,8908,3.9200,1.9208,1.0000,1
305,516,3038,3.3900,1.3899,1.0000,1
854,516,3038,3.2000,1.4720,2.0000,1
351,516,3038,2.7600,1.1592,1.0000,1
378,516,7901,1.1100,0.5106,1.0000,1
222,516,7901,3.9500,1.5010,1.0000,1
1104,516,7901,2.4500,0.8330,1.0000,1
1160,516,7901,2.7600,1.2420,1.0000,1
578,516,7901,2.2900,0.9618,1.0000,1
767,516,7901,1.4500,0.5220,1.0000,1
1413,516,1796,6.7600,2.7040,2.0000,1
1351,516,1796,3.3400,1.5364,2.0000,1
808,516,1796,1.3900,0.4726,1.0000,1
1407,516,6309,0.6300,0.2772,1.0000,1
225,516,6309,3.8900,1.4004,1.0000,1
1068,516,6309,4.2200,1.3082,2.0000,1
99,516,6309,7.0800,2.1948,3.0000,1
1035,516,6309,1.1100,0.4440,1.0000,1
1534,516,5850,2.7800,1.0564,1.0000,1
259,516,5850,3.8000,1.6720,2.0000,1
968,516,5850,2.5600,1.1776,2.0000,1
398,516,5850,0.8000,0.3280,1.0000,1
1280,516,5850,2.7400,1.0412,2.0000,1
192,516,5850,3.0400,1.3984,2.0000,1
1168,516,5850,3.8200,1.6808,1.0000,1
815,497,7008,1.8400,0.7176,2.0000,1
472,497,7008,0.8200,0.4018,1.0000,1
1088,497,7008,6.6400,2.1912,2.0000,1
799,497,7008,2.8400,1.0792,1.0000,1
522,497,7008,1.6300,0.7172,1.0000,1
489,497,4487,4.8200,1.4942,2.0000,1
1038,497,4487,0.7400,0.2590,1.0000,1
949,497,4487,5.0200,2.5100,2.0000,1
73,497,4487,2.3300,0.8155,1.0000,1
761,497,4209,1.7000,0.8330,1.0000,1
1365,497,4209,1.0600,0.4770,2.0000,1
782,497,10255,4.6800,2.1060,2.0000,1
572,497,10255,2.5100,0.9287,1.0000,1
788,497,10255,1.1000,0.4730,2.0000,1
139,497,10255,1.7900,0.7697,1.0000,1
528,497,10255,1.9200,0.6528,2.0000,1
506,497,10255,7.3600,3.0912,2.0000,1
447,497,9933,2.8800,1.2096,1.0000,1
409,497,9933,7.8200,2.4242,2.0000,1
1252,497,9933,2.2800,1.0716,1.0000,1
696,497,9933,0.7200,0.2304,1.0000,1
1218,497,9933,3.6600,1.7934,2.0000,1
796,497,9933,1.3200,0.4752,1.0000,1
514,504,5237,1.8100,0.6154,1.0000,1
570,504,5237,4.3200,2.0304,2.0000,1
1546,504,5237,0.6100,0.2501,1.0000,1
591,504,5237,1.1700,0.4446,1.0000,1
753,504,5237,3.7800,1.7388,2.0000,1
997,504,5237,3.2900,1.2831,1.0000,1
999,504,8277,8.1300,3.0081,3.0000,1
1070,504,8277,7.0200,2.1762,2.0000,1
128,504,8277,1.0600,0.3604,2.0000,1
983,504,8277,0.8200,0.3444,1.0000,1
1120,504,8277,3.4200,1.5732,2.0000,1
1536,504,8277,1.3300,0.5985,1.0000,1
1432,504,8277,3.6000,1.1160,2.0000,1
500,504,5121,2.6600,0.8512,1.0000,1
1010,504,5121,5.3000,2.2790,2.0000,1
1359,504,6243,2.4800,0.8928,2.0000,1
1548,504,6243,1.3400,0.6432,2.0000,1
1063,504,5549,9.5400,4.3884,3.0000,1
1267,504,5549,4.8000,1.8240,3.0000,1
1483,504,5549,2.1300,0.9798,1.0000,1
420,504,5549,2.2700,1.0669,1.0000,1
1223,504,5549,0.5900,0.2891,1.0000,1
1200,504,5549,5.6100,2.4684,3.0000,1
125,504,5549,2.3200,0.9976,1.0000,1
486,527,4487,2.2800,0.7068,2.0000,1
1035,527,4487,1.1100,0.4551,1.0000,1
946,527,4487,5.7000,2.8500,2.0000,1
70,527,4487,1.9400,0.6790,2.0000,1
1172,527,4209,2.7700,0.9418,1.0000,1
1362,527,4209,2.9800,1.3112,2.0000,1
779,527,10255,3.6200,1.6290,2.0000,1
569,527,10255,3.1600,1.3588,1.0000,1
786,527,10255,1.9400,0.9118,2.0000,1
137,527,10255,3.7000,1.7760,1.0000,1
939,527,10255,1.4000,0.4760,2.0000,1
503,527,10255,3.7200,1.5624,2.0000,1
444,527,9933,2.5900,1.2173,1.0000,1
820,527,9933,1.4000,0.4340,2.0000,1
1249,527,9933,1.4800,0.6956,1.0000,1
693,527,9933,1.9900,0.7363,1.0000,1
1215,527,9933,2.9200,1.4016,2.0000,1
793,527,9933,2.8500,1.1685,1.0000,1
1274,545,10093,1.3100,0.4323,1.0000,1
186,545,10093,4.4600,1.9624,2.0000,1
748,545,10093,4.4000,2.0240,2.0000,1
775,545,4800,1.9000,0.8360,2.0000,1
