time_id,city,state_province,country,store_sales,store_cost,unit_sales,fact_count
430,Sedro Woolley,WA,USA,8.5500,3.4965,5.0000,2
431,Anacortes,WA,USA,34.6700,14.1018,17.0000,14
431,Sedro Woolley,WA,USA,29.7300,12.0271,14.0000,9
436,Sedro Woolley,WA,USA,32.7300,12.4653,15.0000,9
436,Bellingham,WA,USA,23.1900,9.0758,13.0000,7
436,Anacortes,WA,USA,18.1500,8.1706,8.0000,5
479,Sedro Woolley,WA,USA,37.7000,15.8212,18.0000,13
479,Anacortes,WA,USA,31.4000,13.2811,14.0000,11
464,Anacortes,WA,USA,49.6900,20.1186,27.0000,20
464,Bellingham,WA,USA,21.9100,8.9692,9.0000,5
464,Sedro Woolley,WA,USA,7.6000,3.1152,5.0000,3
480,Sedro Woolley,WA,USA,39.4900,16.5775,19.0000,11
480,Bellingham,WA,USA,26.0400,10.7866,12.0000,7
480,Anacortes,WA,USA,17.3700,7.3177,9.0000,6
484,Bellingham,WA,USA,29.3200,11.7472,14.0000,10
484,Sedro Woolley,WA,USA,10.1000,4.3113,6.0000,4
484,Anacortes,WA,USA,27.6500,10.3181,11.0000,8
462,Anacortes,WA,USA,88.1200,35.2177,43.0000,24
462,Bellingham,WA,USA,5.8700,2.4415,5.0000,3
462,Sedro Woolley,WA,USA,6.5200,2.4452,3.0000,2
514,Sedro Woolley,WA,USA,34.7000,13.6395,19.0000,11
514,Bellingham,WA,USA,49.5800,19.4192,20.0000,13
503,Sedro Woolley,WA,USA,15.2100,6.4839,9.0000,8
503,Bellingham,WA,USA,23.0200,9.5804,9.0000,5
503,Anacortes,WA,USA,15.9200,5.9134,9.0000,6
516,Bellingham,WA,USA,26.2800,9.6457,12.0000,8
516,Anacortes,WA,USA,33.5500,13.9248,17.0000,13
516,Sedro Woolley,WA,USA,11.4900,4.7130,5.0000,3
497,Sedro Woolley,WA,USA,16.5300,6.4170,10.0000,7
497,Anacortes,WA,USA,32.2700,13.1001,16.0000,10
497,Bellingham,WA,USA,18.6800,7.2044,8.0000,6
504,Sedro Woolley,WA,USA,42.2400,18.3766,21.0000,13
504,Bellingham,WA,USA,37.1600,13.8430,20.0000,11
527,Anacortes,WA,USA,28.5700,12.4049,17.0000,10
527,Sedro Woolley,WA,USA,5.7500,2.2530,3.0000,2
527,Bellingham,WA,USA,13.2300,5.6533,8.0000,6
545,Bellingham,WA,USA,10.1700,4.4187,5.0000,3
545,Anacortes,WA,USA,39.2100,15.5098,17.0000,9
529,Bellingham,WA,USA,16.7000,6.6150,9.0000,5
529,Sedro Woolley,WA,USA,27.6700,10.5329,11.0000,8
539,Bellingham,WA,USA,15.4000,6.5687,9.0000,7
539,Sedro Woolley,WA,USA,17.1100,6.3506,7.0000,5
539,Anacortes,WA,USA,37.9900,16.0390,16.0000,9
546,Anacortes,WA,USA,31.3700,13.6750,17.0000,11
546,Sedro Woolley,WA,USA,46.9500,20.6893,21.0000,16
561,Sedro Woolley,WA,USA,14.7400,5.7136,5.0000,4
561,Bellingham,WA,USA,4.7000,1.6920,2.0000,1
561,Anacortes,WA,USA,39.8200,16.3100,18.0000,13
562,Bellingham,WA,USA,72.0400,27.9930,30.0000,19
562,Sedro Woolley,WA,USA,8.0200,3.2908,4.0000,4
564,Bellingham,WA,USA,30.4300,11.8293,15.0000,10
564,Sedro Woolley,WA,USA,32.3400,13.6531,15.0000,7
564,Anacortes,WA,USA,3.3800,1.3520,2.0000,1
576,Bellingham,WA,USA,26.9100,11.0689,15.0000,10
576,Anacortes,WA,USA,33.1000,14.2482,14.0000,8
576,Sedro Woolley,WA,USA,13.6300,5.6594,6.0000,4
551,Bellingham,WA,USA,15.0100,5.2878,6.0000,5
551,Anacortes,WA,USA,51.5400,20.5070,23.0000,14
551,Sedro Woolley,WA,USA,10.3800,3.9128,6.0000,5
592,Anacortes,WA,USA,26.4900,10.6597,12.0000,7
592,Bellingham,WA,USA,14.6300,6.1019,5.0000,4
592,Sedro Woolley,WA,USA,14.8900,6.0504,7.0000,4
588,Sedro Woolley,WA,USA,9.8500,4.0586,5.0000,3
588,Bellingham,WA,USA,16.3100,5.5249,8.0000,5
588,Anacortes,WA,USA,15.7300,6.1901,8.0000,5
599,Sedro Woolley,WA,USA,26.4200,10.5479,11.0000,7
599,Bellingham,WA,USA,44.9600,16.7093,16.0000,8
597,Bellingham,WA,USA,8.7800,3.2106,8.0000,4
597,Sedro Woolley,WA,USA,25.0000,9.9509,12.0000,7
597,Anacortes,WA,USA,13.6400,5.2395,8.0000,5
581,Anacortes,WA,USA,49.3200,18.9960,20.0000,12
581,Bellingham,WA,USA,9.9900,3.6437,6.0000,4
581,Sedro Woolley,WA,USA,34.0000,14.4883,17.0000,11
618,Anacortes,WA,USA,33.6300,12.0474,17.0000,11
618,Sedro Woolley,WA,USA,5.4700,2.3407,4.0000,4
618,Bellingham,WA,USA,21.0700,7.4820,11.0000,7
619,Sedro Woolley,WA,USA,4.2000,1.9084,3.0000,2
619,Anacortes,WA,USA,56.2200,23.2013,20.0000,12
619,Bellingham,WA,USA,36.5100,15.7060,15.0000,10
631,Sedro Woolley,WA,USA,67.7700,26.4356,29.0000,15
631,Anacortes,WA,USA,25.0100,10.6720,16.0000,9
632,Anacortes,WA,USA,41.4400,17.5491,24.0000,12
632,Bellingham,WA,USA,66.4100,27.0768,27.0000,16
637,Anacortes,WA,USA,30.7000,13.9991,15.0000,8
637,Sedro Woolley,WA,USA,13.1700,5.5879,7.0000,4
637,Bellingham,WA,USA,8.6200,4.1180,5.0000,3
669,Sedro Woolley,WA,USA,41.4600,17.4762,21.0000,13
669,Anacortes,WA,USA,3.4500,1.4295,3.0000,2
669,Bellingham,WA,USA,22.9000,9.5934,8.0000,4
646,Anacortes,WA,USA,22.5000,8.3400,9.0000,6
646,Sedro Woolley,WA,USA,16.6000,5.9289,6.0000,5
646,Bellingham,WA,USA,44.8400,17.8486,17.0000,9
649,Bellingham,WA,USA,72.9600,28.5332,32.0000,20
649,Sedro Woolley,WA,USA,16.1400,6.4670,9.0000,6
649,Anacortes,WA,USA,3.5700,1.3821,3.0000,2
647,Bellingham,WA,USA,43.7100,16.9608,19.0000,10
647,Sedro Woolley,WA,USA,54.1800,21.1592,24.0000,12
647,Anacortes,WA,USA,4.2000,1.5612,3.0000,2
653,Anacortes,WA,USA,8.5800,3.8146,4.0000,2
653,Bellingham,WA,USA,61.3600,25.5863,28.0000,18
653,Sedro Woolley,WA,USA,47.3100,17.8653,21.0000,13
688,Bellingham,WA,USA,110.3100,43.6669,47.0000,27
688,Sedro Woolley,WA,USA,21.2900,9.4179,6.0000,4
677,Sedro Woolley,WA,USA,37.8200,15.5488,18.0000,11
677,Bellingham,WA,USA,10.4000,4.5758,5.0000,4
677,Anacortes,WA,USA,65.8300,25.7927,30.0000,21
687,Sedro Woolley,WA,USA,20.3200,7.3349,11.0000,7
687,Anacortes,WA,USA,114.7200,46.9392,55.0000,31
687,Bellingham,WA,USA,2.3400,1.0062,1.0000,1
679,Bellingham,WA,USA,54.7600,22.4234,26.0000,17
679,Sedro Woolley,WA,USA,36.7000,15.7717,17.0000,11
679,Anacortes,WA,USA,11.2800,3.9278,5.0000,3
681,Sedro Woolley,WA,USA,97.5100,38.6230,42.0000,25
681,Bellingham,WA,USA,16.0600,6.4453,12.0000,8
717,Bellingham,WA,USA,62.9300,24.2605,34.0000,22
717,Anacortes,WA,USA,8.1600,3.5726,8.0000,5
717,Sedro Woolley,WA,USA,11.1100,4.2504,4.0000,3
725,Sedro Woolley,WA,USA,20.8000,7.9033,9.0000,9
725,Bellingham,WA,USA,30.0900,12.7651,13.0000,8
725,Anacortes,WA,USA,33.9800,12.6201,13.0000,9
714,Bellingham,WA,USA,59.7400,23.9069,32.0000,18
714,Sedro Woolley,WA,USA,11.1400,4.1947,5.0000,4
714,Anacortes,WA,USA,36.0100,14.1122,20.0000,10
724,Sedro Woolley,WA,USA,41.7000,17.2952,25.0000,16
724,Bellingham,WA,USA,22.9600,9.8230,12.0000,6
724,Anacortes,WA,USA,16.7000,6.3618,8.0000,3
716,Anacortes,WA,USA,5.1200,2.2272,4.0000,2
716,Sedro Woolley,WA,USA,90.8700,35.7150,38.0000,24
716,Bellingham,WA,USA,7.5600,2.9296,5.0000,3
391,Port Orchard,WA,USA,209.2100,82.8799,120.0000,38
391,Bremerton,WA,USA,389.8100,157.9841,184.0000,61
372,Bremerton,WA,USA,506.2400,207.6408,246.0000,78
372,Port Orchard,WA,USA,303.4300,122.4330,141.0000,42
387,Port Orchard,WA,USA,396.6000,156.8987,193.0000,62
387,Bremerton,WA,USA,331.4100,136.5016,151.0000,48
379,Bremerton,WA,USA,395.0100,158.0478,172.0000,55
379,Port Orchard,WA,USA,295.3100,121.1998,145.0000,47
375,Port Orchard,WA,USA,301.1000,120.1731,149.0000,52
375,Bremerton,WA,USA,309.7900,119.8670,155.0000,51
414,Bremerton,WA,USA,525.0600,204.1711,233.0000,73
414,Port Orchard,WA,USA,204.4000,82.7736,105.0000,35
398,Port Orchard,WA,USA,372.7700,150.9624,179.0000,55
398,Bremerton,WA,USA,480.4000,195.1906,225.0000,72
411,Bremerton,WA,USA,597.4600,237.7234,251.0000,78
411,Port Orchard,WA,USA,417.2100,168.2015,217.0000,68
412,Port Orchard,WA,USA,534.6900,207.9312,249.0000,85
412,Bremerton,WA,USA,477.6500,189.7943,209.0000,70
418,Bremerton,WA,USA,603.3500,244.0203,289.0000,96
418,Port Orchard,WA,USA,317.3400,121.8470,143.0000,46
442,Port Orchard,WA,USA,456.5400,179.8405,231.0000,72
442,Bremerton,WA,USA,412.4900,160.4599,176.0000,60
445,Bremerton,WA,USA,468.8600,180.6117,234.0000,74
445,Port Orchard,WA,USA,401.1500,161.4866,163.0000,51
437,Port Orchard,WA,USA,426.2100,174.4683,208.0000,65
437,Bremerton,WA,USA,497.4700,196.7762,228.0000,74
440,Bremerton,WA,USA,459.5000,182.7945,205.0000,69
440,Port Orchard,WA,USA,508.4200,203.9381,267.0000,89
444,Bremerton,WA,USA,428.5400,175.3157,192.0000,64
444,Port Orchard,WA,USA,458.3500,185.4589,236.0000,74
462,Port Orchard,WA,USA,321.2900,122.4923,157.0000,46
462,Bremerton,WA,USA,453.3800,177.6124,216.0000,72
477,Bremerton,WA,USA,442.5400,175.3590,204.0000,68
477,Port Orchard,WA,USA,425.5400,173.2056,198.0000,59
482,Bremerton,WA,USA,500.6200,206.4671,206.0000,65
482,Port Orchard,WA,USA,388.5600,156.1744,190.0000,58
460,Bremerton,WA,USA,422.8100,165.8152,202.0000,67
460,Port Orchard,WA,USA,295.3100,117.5926,151.0000,47
475,Port Orchard,WA,USA,524.2800,208.4972,238.0000,74
475,Bremerton,WA,USA,461.2700,185.8157,203.0000,61
490,Port Orchard,WA,USA,364.4800,146.9441,145.0000,47
490,Bremerton,WA,USA,245.3600,97.5249,134.0000,45
512,Port Orchard,WA,USA,348.2700,143.1251,156.0000,49
512,Bremerton,WA,USA,321.3500,129.8525,163.0000,49
511,Port Orchard,WA,USA,307.8200,124.1310,156.0000,54
511,Bremerton,WA,USA,391.3400,153.3811,171.0000,51
507,Bremerton,WA,USA,386.1800,151.9316,169.0000,55
507,Port Orchard,WA,USA,371.8100,149.8576,196.0000,65
489,Port Orchard,WA,USA,417.1400,162.9158,171.0000,57
489,Bremerton,WA,USA,546.2900,219.7975,231.0000,76
535,Port Orchard,WA,USA,216.4100,87.0124,128.0000,42
535,Bremerton,WA,USA,684.0700,277.8512,333.0000,106
533,Bremerton,WA,USA,456.3300,180.2295,203.0000,61
533,Port Orchard,WA,USA,588.7100,233.5017,260.0000,79
539,Port Orchard,WA,USA,729.5600,289.6329,322.0000,100
539,Bremerton,WA,USA,324.9000,131.6932,155.0000,50
520,Bremerton,WA,USA,397.7300,157.2113,182.0000,57
520,Port Orchard,WA,USA,658.6200,267.4861,293.0000,94
528,Port Orchard,WA,USA,667.7800,265.4935,307.0000,87
528,Bremerton,WA,USA,356.5600,143.8636,170.0000,55
563,Bremerton,WA,USA,555.4400,225.5949,281.0000,92
563,Port Orchard,WA,USA,313.7600,123.6876,158.0000,49
556,Bremerton,WA,USA,353.7200,134.0114,162.0000,51
556,Port Orchard,WA,USA,420.8800,166.5666,205.0000,64
548,Port Orchard,WA,USA,232.7200,93.5398,110.0000,35
548,Bremerton,WA,USA,547.5900,220.7488,254.0000,82
576,Port Orchard,WA,USA,407.3600,161.6384,199.0000,66
576,Bremerton,WA,USA,390.0700,151.7780,179.0000,57
575,Port Orchard,WA,USA,458.0300,184.7778,208.0000,66
575,Bremerton,WA,USA,416.7500,163.1396,209.0000,68
597,Bremerton,WA,USA,338.4800,135.2627,159.0000,52
597,Port Orchard,WA,USA,578.9800,236.7993,252.0000,75
607,Port Orchard,WA,USA,335.7500,133.7276,159.0000,50
607,Bremerton,WA,USA,557.3700,231.1264,255.0000,85
590,Bremerton,WA,USA,396.6400,154.9546,181.0000,59
590,Port Orchard,WA,USA,561.8700,221.9447,254.0000,82
591,Port Orchard,WA,USA,488.9900,189.0770,224.0000,70
591,Bremerton,WA,USA,542.0700,214.6587,236.0000,76
596,Port Orchard,WA,USA,687.6600,279.1463,287.0000,95
596,Bremerton,WA,USA,436.2300,177.5401,200.0000,66
621,Bremerton,WA,USA,301.9800,117.6908,144.0000,51
621,Port Orchard,WA,USA,394.4600,160.9719,185.0000,58
632,Port Orchard,WA,USA,331.1400,128.9117,155.0000,49
632,Bremerton,WA,USA,348.2700,139.6958,159.0000,49
629,Bremerton,WA,USA,447.7300,179.4281,217.0000,69
629,Port Orchard,WA,USA,185.7400,72.3947,87.0000,31
623,Port Orchard,WA,USA,533.8100,215.2216,227.0000,70
623,Bremerton,WA,USA,303.4700,122.4066,136.0000,45
611,Port Orchard,WA,USA,727.9300,285.0365,333.0000,104
611,Bremerton,WA,USA,219.1100,90.4471,105.0000,32
666,Port Orchard,WA,USA,273.8300,106.5218,146.0000,49
666,Bremerton,WA,USA,340.2700,135.9619,157.0000,52
661,Port Orchard,WA,USA,407.7400,160.5409,192.0000,60
661,Bremerton,WA,USA,301.1700,120.7516,142.0000,47
646,Port Orchard,WA,USA,350.3200,143.5214,159.0000,52
646,Bremerton,WA,USA,229.1400,90.6510,91.0000,30
655,Bremerton,WA,USA,382.6200,150.5115,193.0000,62
655,Port Orchard,WA,USA,354.5500,142.7905,160.0000,50
651,Bremerton,WA,USA,448.6900,184.2688,206.0000,67
651,Port Orchard,WA,USA,322.4800,134.6080,166.0000,53
677,Port Orchard,WA,USA,608.0700,242.6119,276.0000,93
677,Bremerton,WA,USA,474.4100,188.6476,232.0000,75
681,Bremerton,WA,USA,560.1300,228.3031,245.0000,81
681,Port Orchard,WA,USA,616.6000,240.9384,274.0000,88
698,Port Orchard,WA,USA,640.3500,254.7071,285.0000,96
698,Bremerton,WA,USA,451.5600,178.8222,200.0000,61
676,Port Orchard,WA,USA,747.5200,292.4210,324.0000,108
676,Bremerton,WA,USA,524.7700,210.8857,220.0000,66
685,Port Orchard,WA,USA,635.9800,255.9279,299.0000,95
685,Bremerton,WA,USA,527.7100,208.2598,268.0000,89
727,Port Orchard,WA,USA,580.3300,228.8364,288.0000,92
727,Bremerton,WA,USA,399.7100,155.7937,198.0000,64
709,Bremerton,WA,USA,537.6800,219.2879,260.0000,86
709,Port Orchard,WA,USA,411.1300,164.4794,174.0000,54
711,Bremerton,WA,USA,436.0800,172.8863,189.0000,62
711,Port Orchard,WA,USA,532.7100,212.6425,260.0000,86
721,Bremerton,WA,USA,565.3800,229.9980,275.0000,84
721,Port Orchard,WA,USA,627.0000,249.4475,296.0000,98
728,Bremerton,WA,USA,689.2800,271.1188,332.0000,106
728,Port Orchard,WA,USA,603.0100,244.0357,243.0000,72
372,West Covina,CA,USA,77.7000,31.5512,33.0000,11
372,Beverly Hills,CA,USA,12.9800,6.0072,5.0000,2
372,Lakewood,CA,USA,25.3100,9.0863,9.0000,3
372,Glendale,CA,USA,47.7300,19.5661,26.0000,8
372,Long Beach,CA,USA,45.4100,16.6858,25.0000,8
372,Torrance,CA,USA,7.2900,2.4747,5.0000,2
372,San Gabriel,CA,USA,86.1200,35.6488,30.0000,9
372,Pomona,CA,USA,47.1500,17.4264,24.0000,7
372,Altadena,CA,USA,34.8400,14.4944,15.0000,5
372,Newport Beach,CA,USA,35.2200,14.1405,18.0000,6
372,Downey,CA,USA,23.9000,9.8768,16.0000,5
377,Glendale,CA,USA,130.4600,54.5720,52.0000,16
377,Burbank,CA,USA,12.9000,4.7970,12.0000,4
377,Beverly Hills,CA,USA,9.2600,3.6406,7.0000,2
377,San Gabriel,CA,USA,52.8200,21.7003,20.0000,7
377,Newport Beach,CA,USA,3.3200,1.0956,2.0000,1
377,Downey,CA,USA,112.0000,45.7433,53.0000,16
377,Los Angeles,CA,USA,3.7200,1.3020,4.0000,1
377,Pomona,CA,USA,52.9300,21.2258,23.0000,7
377,Long Beach,CA,USA,42.8400,17.6956,20.0000,5
377,Santa Monica,CA,USA,1.9500,0.7995,3.0000,1
383,Arcadia,CA,USA,75.2800,30.9940,26.0000,8
383,Woodland Hills,CA,USA,11.5200,4.7232,3.0000,1
383,Altadena,CA,USA,32.3700,12.1284,14.0000,5
383,Long Beach,CA,USA,30.9400,11.0495,13.0000,4
383,Torrance,CA,USA,134.3500,48.6442,62.0000,20
383,Newport Beach,CA,USA,1.4800,0.6512,2.0000,1
383,Beverly Hills,CA,USA,19.4300,8.0863,7.0000,2
383,Burbank,CA,USA,38.6300,13.9101,23.0000,7
383,San Gabriel,CA,USA,45.6600,17.9967,22.0000,7
383,Santa Monica,CA,USA,84.8900,32.5439,33.0000,10
383,West Covina,CA,USA,32.3400,13.7070,20.0000,6
383,Bellflower,CA,USA,54.8400,20.9776,25.0000,8
380,Long Beach,CA,USA,36.6300,14.9889,14.0000,4
380,Downey,CA,USA,8.5400,3.5878,6.0000,3
380,Altadena,CA,USA,43.5300,19.3701,21.0000,6
380,Pomona,CA,USA,50.4500,18.9524,25.0000,8
380,Newport Beach,CA,USA,71.4000,31.1969,35.0000,10
380,Los Angeles,CA,USA,40.5600,13.2438,18.0000,4
380,Woodland Hills,CA,USA,54.3200,21.2748,27.0000,10
380,Beverly Hills,CA,USA,59.1300,21.4287,30.0000,10
380,Torrance,CA,USA,4.1100,1.9728,3.0000,1
380,San Gabriel,CA,USA,68.0600,28.2347,30.0000,11
380,Arcadia,CA,USA,71.0800,24.8696,37.0000,12
380,Lakewood,CA,USA,34.2700,14.7332,15.0000,5
367,Pomona,CA,USA,126.7800,51.4328,55.0000,16
367,Long Beach,CA,USA,111.7100,44.1896,46.0000,13
367,Arcadia,CA,USA,38.7900,14.1721,19.0000,5
367,Bellflower,CA,USA,86.6000,35.1332,50.0000,17
367,Lakewood,CA,USA,56.2600,22.9542,31.0000,9
367,Beverly Hills,CA,USA,6.6800,2.7620,6.0000,2
367,Downey,CA,USA,38.0600,15.0804,16.0000,5
367,West Covina,CA,USA,17.3200,7.2240,11.0000,4
367,Burbank,CA,USA,64.6900,26.7827,37.0000,11
367,Glendale,CA,USA,29.6900,12.0001,15.0000,4
367,Los Angeles,CA,USA,63.1300,24.0558,29.0000,10
367,Altadena,CA,USA,19.7200,7.0972,9.0000,3
414,Newport Beach,CA,USA,99.5100,35.7836,40.0000,12
414,Los Angeles,CA,USA,17.3200,7.1755,8.0000,3
414,Pomona,CA,USA,32.2500,11.6070,15.0000,5
414,Woodland Hills,CA,USA,44.8300,20.2191,21.0000,6
414,Long Beach,CA,USA,24.4400,11.0939,10.0000,3
414,Altadena,CA,USA,25.1600,11.1256,11.0000,4
414,Lakewood,CA,USA,34.6500,12.7302,21.0000,7
414,Beverly Hills,CA,USA,10.9500,4.9695,5.0000,2
414,Burbank,CA,USA,40.4100,15.8436,21.0000,7
414,Arcadia,CA,USA,33.7400,14.5480,17.0000,5
414,West Covina,CA,USA,28.0800,11.8653,20.0000,7
414,Downey,CA,USA,2.8800,0.9504,4.0000,1
402,San Gabriel,CA,USA,79.3700,33.9833,39.0000,12
402,Glendale,CA,USA,99.7900,42.1735,37.0000,12
402,Altadena,CA,USA,33.2700,13.9485,18.0000,6
402,Santa Monica,CA,USA,52.1700,19.4711,29.0000,9
402,West Covina,CA,USA,19.6400,7.2796,10.0000,4
402,Downey,CA,USA,112.7700,45.5025,47.0000,14
402,Long Beach,CA,USA,4.5600,2.0520,2.0000,1
402,Pomona,CA,USA,30.4600,11.1768,12.0000,5
402,Torrance,CA,USA,23.1400,8.8576,8.0000,3
402,Bellflower,CA,USA,25.5200,9.9254,10.0000,4
402,Newport Beach,CA,USA,15.4900,6.5783,8.0000,3
402,Lakewood,CA,USA,23.2900,8.3711,12.0000,4
402,Burbank,CA,USA,31.7200,12.5986,21.0000,6
404,Lakewood,CA,USA,39.7000,14.6527,24.0000,8
404,San Gabriel,CA,USA,8.1600,3.2022,5.0000,2
404,Beverly Hills,CA,USA,23.6800,10.1528,18.0000,5
404,Santa Monica,CA,USA,11.8400,5.2096,4.0000,1
404,Newport Beach,CA,USA,28.1600,11.0368,14.0000,5
404,Torrance,CA,USA,56.0400,21.0909,29.0000,10
404,Downey,CA,USA,93.9900,36.2195,35.0000,11
404,Los Angeles,CA,USA,49.9800,19.6396,25.0000,7
404,Glendale,CA,USA,6.7900,2.5602,5.0000,2
404,Altadena,CA,USA,84.5600,34.9912,40.0000,11
404,Burbank,CA,USA,54.8200,22.3895,26.0000,8
404,Long Beach,CA,USA,56.7200,22.2204,28.0000,9
411,Burbank,CA,USA,64.2500,23.9341,41.0000,13
411,Los Angeles,CA,USA,42.5900,17.0653,21.0000,8
411,Torrance,CA,USA,17.9100,6.1068,9.0000,3
411,Glendale,CA,USA,39.4000,16.3146,17.0000,5
411,Long Beach,CA,USA,32.4700,12.0482,18.0000,6
411,Arcadia,CA,USA,37.9800,16.8642,17.0000,5
411,West Covina,CA,USA,35.4400,13.4244,18.0000,6
411,Bellflower,CA,USA,58.4300,22.3295,23.0000,7
411,Beverly Hills,CA,USA,12.0900,5.5842,9.0000,3
411,Lakewood,CA,USA,52.1800,20.5762,21.0000,6
411,San Gabriel,CA,USA,67.5800,26.4942,28.0000,10
411,Pomona,CA,USA,4.0800,1.9992,3.0000,1
411,Downey,CA,USA,41.3400,16.4844,18.0000,7
409,Lakewood,CA,USA,178.7700,69.3860,86.0000,29
409,Beverly Hills,CA,USA,119.5300,49.3293,51.0000,15
409,Downey,CA,USA,272.1400,111.7960,133.0000,38
409,Altadena,CA,USA,129.2600,52.4408,65.0000,21
409,Woodland Hills,CA,USA,114.7600,43.7964,52.0000,17
409,Newport Beach,CA,USA,121.8900,47.3104,52.0000,18
409,San Gabriel,CA,USA,47.6800,20.0374,18.0000,6
409,Bellflower,CA,USA,234.6100,94.2262,106.0000,32
409,Arcadia,CA,USA,79.8300,33.1295,39.0000,12
409,Pomona,CA,USA,108.0800,42.3115,54.0000,17
409,Long Beach,CA,USA,101.4900,40.4242,42.0000,12
409,Burbank,CA,USA,116.1400,47.4784,54.0000,16
445,Torrance,CA,USA,38.2000,12.7124,15.0000,4
445,Woodland Hills,CA,USA,29.1600,12.3857,16.0000,6
445,Long Beach,CA,USA,64.0600,24.8876,34.0000,10
445,Newport Beach,CA,USA,59.1400,22.6181,26.0000,9
445,Santa Monica,CA,USA,36.8800,14.6912,17.0000,6
445,Glendale,CA,USA,107.8500,44.7571,47.0000,13
445,Altadena,CA,USA,54.1200,23.2738,25.0000,8
445,Burbank,CA,USA,30.6800,10.2944,10.0000,3
445,Lakewood,CA,USA,42.6400,15.9170,19.0000,6
445,West Covina,CA,USA,40.9100,16.0203,17.0000,6
445,Bellflower,CA,USA,14.8300,5.7600,5.0000,2
445,Pomona,CA,USA,24.5000,9.6567,12.0000,5
446,Burbank,CA,USA,120.8200,50.1991,66.0000,19
446,Arcadia,CA,USA,143.1400,56.7636,66.0000,23
446,Woodland Hills,CA,USA,147.8400,58.2709,73.0000,20
446,Downey,CA,USA,42.2800,18.0248,19.0000,6
446,Bellflower,CA,USA,72.9200,29.9933,35.0000,10
446,Altadena,CA,USA,181.1900,71.1271,71.0000,24
446,Glendale,CA,USA,89.1200,35.1809,36.0000,12
446,Lakewood,CA,USA,70.6900,27.2825,30.0000,10
446,Santa Monica,CA,USA,25.6100,9.0939,13.0000,5
446,Long Beach,CA,USA,170.9000,66.6224,71.0000,21
435,Woodland Hills,CA,USA,15.4500,5.7870,12.0000,4
435,Arcadia,CA,USA,29.4300,11.6655,16.0000,6
435,Los Angeles,CA,USA,13.5100,5.1648,5.0000,2
435,Santa Monica,CA,USA,40.8600,16.9526,18.0000,5
435,Beverly Hills,CA,USA,77.6400,31.8375,43.0000,14
435,Long Beach,CA,USA,16.5900,7.2648,9.0000,3
435,Torrance,CA,USA,30.5000,12.1626,16.0000,5
435,Altadena,CA,USA,57.1800,23.0266,20.0000,7
435,Downey,CA,USA,103.9400,38.3264,44.0000,13
435,Newport Beach,CA,USA,53.3800,22.6387,22.0000,6
435,Bellflower,CA,USA,12.8300,4.5411,5.0000,2
435,West Covina,CA,USA,8.2800,2.7540,5.0000,2
435,Burbank,CA,USA,50.8900,20.4468,23.0000,7
439,Lakewood,CA,USA,53.8400,20.7907,27.0000,10
439,San Gabriel,CA,USA,90.1800,34.1146,44.0000,14
439,Torrance,CA,USA,33.7300,14.7650,18.0000,5
439,Glendale,CA,USA,39.5300,17.0068,22.0000,7
439,Burbank,CA,USA,58.2700,23.9511,28.0000,10
