time_id,customer_id,store_sales,store_cost,unit_sales,fact_count
372,7486,19.8700,8.7370,8.0000,3
372,2924,40.5200,16.7411,16.0000,4
372,8374,34.9500,14.0262,16.0000,5
372,5991,24.4900,11.2026,10.0000,3
372,3711,20.8200,9.6256,13.0000,5
372,5376,10.0400,4.3022,10.0000,3
372,4778,25.3100,10.8029,14.0000,4
372,1551,22.7200,10.0392,7.0000,2
372,8731,18.9100,8.0517,11.0000,4
372,1282,27.3400,11.1148,11.0000,3
372,2204,31.7500,11.5681,11.0000,3
372,7001,40.0500,17.6011,21.0000,6
372,8960,39.3500,14.4457,17.0000,5
372,7743,35.5500,12.2064,18.0000,6
387,3593,28.7800,11.3976,13.0000,4
387,4998,2.1300,0.9798,3.0000,1
387,6841,18.8900,8.6037,7.0000,3
387,8202,9.6000,4.1980,6.0000,2
387,2756,17.3500,7.0825,7.0000,2
387,3941,26.7400,10.2356,9.0000,3
387,9102,29.0900,11.7690,14.0000,5
387,4711,26.3800,11.6452,13.0000,5
387,6559,65.6200,23.8132,25.0000,7
387,924,23.0500,8.9451,18.0000,5
387,3124,40.6600,16.3840,20.0000,6
387,7810,13.1100,4.8330,7.0000,2
387,4824,18.6600,7.5660,7.0000,2
387,181,30.2800,12.0462,10.0000,3
387,754,25.4600,10.6614,14.0000,4
387,647,52.1500,22.9933,22.0000,7
387,8068,16.2300,6.5955,8.0000,3
387,5686,13.4100,4.5398,7.0000,3
387,760,37.7100,16.0113,19.0000,7
387,3533,38.0200,14.7670,21.0000,7
387,997,31.2800,13.1726,11.0000,4
387,1430,14.3600,5.9564,7.0000,3
387,878,48.5200,21.0027,28.0000,9
387,9642,53.1300,20.5493,23.0000,6
387,1533,27.7100,11.3274,16.0000,5
387,9524,19.6900,6.3247,9.0000,2
379,5376,35.0400,15.7293,19.0000,6
379,99,20.7500,8.0536,15.0000,4
379,571,7.4100,3.2520,5.0000,2
379,8068,35.1700,15.0123,13.0000,3
379,4998,44.6500,19.1979,21.0000,8
379,6367,28.4800,11.8527,14.0000,5
379,1785,12.5800,4.8180,6.0000,2
379,10240,56.1900,22.6535,19.0000,6
379,878,24.8800,9.3574,13.0000,4
379,754,15.5000,5.4804,6.0000,2
379,753,49.1500,19.5391,24.0000,7
379,7622,21.6400,8.3300,13.0000,4
379,1758,30.4200,13.9558,14.0000,5
379,5813,9.9600,4.8804,3.0000,1
379,2355,29.2100,12.3508,11.0000,3
379,3711,20.7700,8.1163,11.0000,4
379,2298,27.9200,10.8122,14.0000,5
379,997,20.0000,7.4672,8.0000,2
379,1442,16.0200,5.4711,6.0000,2
379,3065,31.4400,12.2803,17.0000,6
379,5768,46.0300,18.8510,16.0000,6
379,3533,9.5700,3.1161,6.0000,2
379,7743,26.6000,10.5838,8.0000,3
379,1970,38.0000,14.1096,15.0000,4
379,4417,32.9400,13.9768,20.0000,6
375,878,28.5800,10.6610,16.0000,6
375,4618,43.2200,17.7587,19.0000,6
375,7810,14.6000,5.4900,8.0000,2
375,6832,10.0800,4.2432,6.0000,2
375,1451,31.9500,13.8195,11.0000,3
375,1634,22.3200,8.4345,13.0000,4
375,1622,2.7600,0.8280,3.0000,1
375,3711,21.0700,8.3713,16.0000,5
375,2061,12.6900,4.5651,8.0000,3
375,9866,3.9900,1.2768,3.0000,1
375,9951,20.8500,8.2374,9.0000,3
375,1070,9.9600,3.9798,5.0000,2
375,1005,4.6000,1.8740,4.0000,2
375,2368,18.3800,7.1808,10.0000,3
375,7704,30.1600,11.8712,14.0000,6
375,9781,14.7000,6.6492,6.0000,2
375,7354,46.2700,16.0217,21.0000,7
375,1758,56.7100,23.1921,31.0000,11
375,4257,4.8800,2.1472,2.0000,1
375,4417,16.2400,5.4962,8.0000,3
375,3693,23.1800,10.1842,13.0000,4
375,9123,8.8600,3.8096,6.0000,2
375,5991,24.1800,8.7132,10.0000,3
375,4105,39.8500,15.2177,20.0000,6
375,7384,41.8200,17.4690,18.0000,6
375,2431,11.9600,4.5976,5.0000,2
375,6367,47.0300,17.9511,19.0000,7
414,8731,39.2400,14.7516,17.0000,5
414,9951,49.8400,19.9625,23.0000,6
414,571,33.8600,13.7279,11.0000,4
414,5768,19.7000,7.0204,10.0000,3
414,4417,38.8900,16.1055,15.0000,5
414,4065,26.4300,11.5908,13.0000,5
414,5134,7.5800,2.8722,7.0000,2
414,1005,37.1200,14.5567,18.0000,6
414,3816,4.7100,1.9719,5.0000,2
414,4903,12.4600,4.1544,5.0000,2
414,2204,42.6500,14.1155,18.0000,5
414,4096,30.6600,9.7743,13.0000,4
414,6367,29.1900,10.5918,12.0000,4
414,8404,26.0700,11.8102,11.0000,4
414,5944,17.5800,7.9872,7.0000,3
414,2924,29.9300,12.5506,13.0000,3
414,1281,32.8000,11.6461,17.0000,6
414,1451,18.2800,7.1626,9.0000,3
414,4165,19.1700,6.5896,13.0000,4
414,647,19.0200,7.4906,12.0000,4
414,7486,36.9600,16.1168,12.0000,3
414,9851,31.7600,12.5450,16.0000,5
414,1785,49.1300,20.3497,24.0000,7
414,1622,20.0700,7.3449,10.0000,4
414,7622,23.8300,9.3974,14.0000,5
414,753,32.5300,14.7585,13.0000,4
398,4998,39.7400,14.9217,19.0000,6
398,7486,52.1400,20.8766,21.0000,6
398,7822,30.6000,12.2904,15.0000,5
398,7810,33.6400,12.1672,15.0000,4
398,2690,3.8700,1.2384,3.0000,1
398,5216,23.3700,10.7484,15.0000,5
398,5991,7.6800,3.4560,3.0000,1
398,571,12.9000,5.7150,6.0000,2
398,1124,28.4400,12.0846,16.0000,5
398,5973,57.6200,23.3782,25.0000,8
398,7704,45.2200,19.0941,20.0000,6
398,9881,23.0800,8.3041,13.0000,4
398,2298,53.3700,21.2658,27.0000,7
398,1070,25.3200,10.8672,16.0000,5
398,9851,38.2400,16.0244,18.0000,6
398,10240,27.7800,10.7838,11.0000,4
398,8731,33.8700,13.2944,14.0000,5
398,8477,44.1800,17.5700,19.0000,5
398,8202,42.6500,17.6708,20.0000,6
398,8907,23.8000,9.3716,10.0000,4
398,4417,16.6700,5.6692,9.0000,3
398,2756,14.2600,5.1150,12.0000,4
398,924,15.3800,7.0016,8.0000,2
398,4460,15.6900,6.2160,5.0000,2
398,5898,19.5000,7.5075,8.0000,3
398,10033,17.9400,7.7355,9.0000,3
398,1676,34.9900,15.5674,13.0000,4
398,1634,34.1100,14.2004,16.0000,5
398,9781,37.1200,16.0177,18.0000,6
411,4096,12.8600,4.9554,6.0000,2
411,5831,16.4000,5.7064,10.0000,3
411,10240,51.4900,19.2960,19.0000,6
411,3889,38.8500,14.9756,17.0000,6
411,7153,7.1700,3.0624,6.0000,2
411,7413,64.3300,24.0748,25.0000,9
411,2368,37.1600,16.1272,16.0000,5
411,9524,25.7800,9.7020,11.0000,3
411,5163,36.1700,14.7662,17.0000,6
411,5216,11.8800,4.9176,5.0000,2
411,2556,66.7800,25.3692,24.0000,7
411,2850,58.7700,23.4534,33.0000,11
411,4234,7.5900,3.4155,3.0000,1
411,5537,17.5300,6.7878,8.0000,3
411,4903,37.8300,16.0614,14.0000,4
411,647,24.3300,10.2297,7.0000,2
411,5376,49.4400,20.1628,20.0000,6
411,8742,24.7500,8.8008,22.0000,7
411,4417,40.0400,18.2240,19.0000,6
411,5158,25.1100,9.7056,12.0000,4
411,6132,27.7500,11.6094,13.0000,4
411,1281,18.4200,7.2652,6.0000,2
411,1442,15.2800,6.7066,10.0000,3
411,2756,5.4000,2.3220,3.0000,1
411,878,17.5100,7.5718,12.0000,4
411,9324,5.3500,1.9206,5.0000,2
411,9029,31.7900,12.9956,16.0000,5
411,7622,26.8900,11.8017,13.0000,4
411,1758,28.3700,12.5974,11.0000,4
411,4460,57.2900,20.4788,23.0000,7
411,9642,48.2500,20.2423,22.0000,5
411,6559,15.1300,6.0520,7.0000,2
411,924,37.4900,15.4561,22.0000,5
411,9851,25.4900,9.1116,11.0000,3
412,9324,21.1500,7.2992,12.0000,5
412,8374,26.9000,12.4062,11.0000,4
412,997,24.3000,9.2880,12.0000,4
412,7743,19.8300,7.7247,12.0000,4
412,2678,30.4700,10.6483,13.0000,5
412,4078,62.8900,24.1185,26.0000,9
412,3816,11.8200,3.8010,5.0000,2
412,2298,14.1400,6.0457,8.0000,3
412,4998,40.7600,16.2941,17.0000,7
412,8653,13.4400,5.8233,8.0000,3
412,9851,39.0700,15.1001,17.0000,6
412,76,31.6500,12.3525,12.0000,4
412,1533,30.4100,11.5096,18.0000,6
412,2905,34.0000,13.2781,14.0000,5
412,10033,46.5500,16.8946,17.0000,6
412,2690,50.4800,18.6971,17.0000,6
412,7056,9.1600,3.7942,5.0000,2
412,4065,48.1000,19.3105,19.0000,7
412,4257,25.9800,10.2656,14.0000,4
412,4096,32.3500,13.0462,14.0000,5
412,9557,20.7400,9.3068,6.0000,2
412,1070,7.1600,3.3774,5.0000,2
412,7822,28.4400,12.8058,19.0000,6
412,2355,38.3500,16.4270,20.0000,7
412,4606,13.5800,4.2098,7.0000,2
412,2756,8.5700,3.0477,5.0000,2
412,7001,51.8700,20.0666,27.0000,7
412,2896,11.7000,4.8252,6.0000,2
412,4234,27.5900,10.8804,12.0000,3
412,1633,62.5700,24.9114,23.0000,6
412,3448,3.7800,1.4364,3.0000,1
412,6291,36.0100,13.7920,12.0000,4
412,7573,31.2900,13.1265,17.0000,6
412,1785,20.1900,8.0982,9.0000,3
412,7704,37.0500,13.7168,16.0000,5
418,1551,25.6700,10.0023,14.0000,5
418,4618,15.6400,6.3786,9.0000,3
418,4105,17.2700,7.7202,13.0000,5
418,9557,58.6600,22.5136,20.0000,6
418,181,27.0200,11.0830,14.0000,4
418,760,8.7600,4.2048,4.0000,1
418,6496,37.2300,15.5079,19.0000,6
418,355,7.6000,2.6600,4.0000,1
418,7366,49.6200,20.5218,20.0000,7
418,8947,4.3800,1.5768,2.0000,1
418,1970,49.2400,19.9328,20.0000,5
418,3878,32.9200,11.7864,19.0000,7
418,8731,5.3400,2.4564,3.0000,1
418,8571,2.0400,0.6120,3.0000,1
418,1282,36.0000,15.1549,17.0000,6
418,6291,31.8300,12.9717,12.0000,4
418,5768,38.5300,14.8231,24.0000,8
418,4417,29.8200,12.3732,11.0000,5
418,1281,45.7000,18.9050,20.0000,7
418,2437,7.6200,3.0480,3.0000,1
418,4541,64.4500,25.0942,30.0000,10
418,5537,10.5700,3.8249,5.0000,2
418,1430,53.8000,19.6914,19.0000,6
418,4606,33.1100,11.3220,22.0000,6
418,8647,3.7200,1.1904,4.0000,1
418,647,8.6400,3.9744,4.0000,1
418,7573,39.3800,13.3755,16.0000,6
418,1785,42.2100,17.5459,19.0000,7
418,8902,14.8900,6.9528,7.0000,3
418,9851,35.6500,13.8884,18.0000,6
418,3676,63.3400,26.8285,26.0000,7
418,2924,13.6800,4.8936,8.0000,2
418,8404,6.3600,3.0528,3.0000,1
442,2896,33.9000,14.4310,15.0000,5
442,4417,27.3800,12.6502,13.0000,5
442,9557,40.9300,15.9008,20.0000,6
442,1451,47.5000,17.8446,18.0000,5
442,9524,59.1000,22.4360,24.0000,7
442,8653,14.1500,5.4949,7.0000,2
442,4096,21.8700,8.1242,14.0000,5
442,3448,13.4100,5.4735,11.0000,3
442,2723,15.1800,6.4482,6.0000,2
442,8374,39.0000,15.4704,15.0000,6
442,1610,28.7400,10.5279,16.0000,6
442,4165,13.8900,5.5326,6.0000,2
442,2905,30.8900,12.0514,15.0000,6
