product_id,promotion_id,customer_id,store_id,time_month,time_quarter,time_year,store_sales_sum,store_cost_sum,unit_sales_sum,fact_count
763,0,9617,2,1,Q1,1997,2.5500,1.1730,1.0000,1
327,0,2741,2,1,Q1,1997,1.2000,0.4560,2.0000,1
942,0,2741,2,1,Q1,1997,2.3400,0.7722,1.0000,1
653,0,2741,2,1,Q1,1997,8.3400,2.5854,3.0000,1
377,0,2741,2,1,Q1,1997,6.3000,2.5830,3.0000,1
959,0,1627,2,1,Q1,1997,3.0000,1.2600,2.0000,1
603,0,1627,2,1,Q1,1997,2.4600,1.1808,2.0000,1
623,0,1627,2,1,Q1,1997,3.6000,1.1880,2.0000,1
1449,0,4863,2,1,Q1,1997,2.6100,0.8352,3.0000,1
1493,0,4863,2,1,Q1,1997,11.8800,4.0392,3.0000,1
218,0,4863,2,1,Q1,1997,3.4400,1.5824,1.0000,1
927,0,4863,2,1,Q1,1997,1.8900,0.8127,3.0000,1
277,0,4600,2,2,Q1,1997,4.8200,1.6870,2.0000,1
28,0,4600,2,2,Q1,1997,3.9100,1.3685,1.0000,1
777,0,4600,2,2,Q1,1997,3.7200,1.5252,1.0000,1
88,0,4600,2,2,Q1,1997,0.8600,0.4214,1.0000,1
1003,0,10198,2,2,Q1,1997,1.5600,0.5148,2.0000,1
1380,0,10198,2,2,Q1,1997,10.8600,4.2354,3.0000,1
78,0,6403,2,2,Q1,1997,4.3800,1.4892,2.0000,1
627,0,6403,2,2,Q1,1997,3.4000,1.4960,2.0000,1
444,0,8177,2,2,Q1,1997,2.5900,1.0878,1.0000,1
1087,0,8177,2,2,Q1,1997,3.3200,1.4276,2.0000,1
1130,0,8177,2,2,Q1,1997,1.5500,0.6045,1.0000,1
1413,0,8177,2,2,Q1,1997,6.7600,2.3660,2.0000,1
151,0,8177,2,2,Q1,1997,2.9100,1.3386,1.0000,1
1553,0,8177,2,2,Q1,1997,1.8600,0.7254,1.0000,1
877,0,8177,2,2,Q1,1997,3.1600,1.2008,2.0000,1
42,0,5649,2,2,Q1,1997,5.6400,2.5944,2.0000,1
1123,0,5649,2,2,Q1,1997,3.9200,1.7248,2.0000,1
1095,0,1627,2,2,Q1,1997,1.5800,0.6794,1.0000,1
712,0,1627,2,2,Q1,1997,7.7400,2.8638,2.0000,1
302,0,1627,2,2,Q1,1997,6.9000,2.6910,2.0000,1
1118,0,1627,2,2,Q1,1997,5.8600,2.8128,2.0000,1
1101,0,4772,2,2,Q1,1997,2.6200,1.0480,1.0000,1
279,0,4772,2,2,Q1,1997,2.8200,1.3818,1.0000,1
42,0,4772,2,2,Q1,1997,5.6400,2.2560,2.0000,1
1135,0,2180,2,2,Q1,1997,3.9200,1.2936,2.0000,1
180,0,2180,2,2,Q1,1997,2.0700,1.0143,3.0000,1
741,0,8147,2,2,Q1,1997,1.4600,0.5402,2.0000,1
1361,0,7053,2,2,Q1,1997,3.6200,1.4118,2.0000,1
1471,0,7053,2,2,Q1,1997,3.1000,1.4570,2.0000,1
1555,0,7053,2,2,Q1,1997,5.9000,2.8320,2.0000,1
1305,0,7053,2,2,Q1,1997,0.5700,0.2052,1.0000,1
213,0,8983,2,2,Q1,1997,0.5600,0.2352,1.0000,1
1028,0,8983,2,2,Q1,1997,4.4800,1.3888,2.0000,1
619,0,1333,2,2,Q1,1997,6.7500,2.0925,3.0000,1
955,0,1333,2,2,Q1,1997,11.4900,4.5960,3.0000,1
772,0,1333,2,2,Q1,1997,5.8200,2.8518,3.0000,1
1322,0,1333,2,2,Q1,1997,6.4000,2.5600,2.0000,1
818,0,1333,2,2,Q1,1997,1.3500,0.6075,1.0000,1
1501,0,1333,2,2,Q1,1997,7.5600,2.8728,3.0000,1
1082,0,5188,2,2,Q1,1997,3.8200,1.6044,2.0000,1
1098,0,5188,2,2,Q1,1997,4.1700,1.8348,3.0000,1
1048,0,5188,2,2,Q1,1997,6.6300,2.0553,3.0000,1
1198,0,5188,2,2,Q1,1997,6.8600,2.2638,2.0000,1
749,0,5188,2,2,Q1,1997,8.0100,4.0050,3.0000,1
953,0,5188,2,2,Q1,1997,8.2200,3.9456,3.0000,1
1182,0,2965,2,2,Q1,1997,1.4000,0.6860,1.0000,1
799,0,2965,2,2,Q1,1997,5.6800,1.7040,2.0000,1
803,0,2965,2,2,Q1,1997,7.0200,2.9484,2.0000,1
60,0,2965,2,2,Q1,1997,5.3200,1.9684,2.0000,1
316,0,2965,2,2,Q1,1997,1.3100,0.4847,1.0000,1
693,0,2965,2,2,Q1,1997,1.9900,0.9154,1.0000,1
443,0,4645,2,2,Q1,1997,1.3300,0.5320,1.0000,1
726,0,4645,2,2,Q1,1997,3.2100,1.3482,1.0000,1
1435,0,4645,2,2,Q1,1997,5.4400,1.7952,2.0000,1
959,0,8854,2,2,Q1,1997,3.0000,1.0800,2.0000,1
1109,0,8854,2,2,Q1,1997,1.1000,0.4950,2.0000,1
659,0,8854,2,2,Q1,1997,3.2100,1.3482,1.0000,1
449,0,8854,2,2,Q1,1997,7.3800,3.3948,2.0000,1
666,0,8854,2,2,Q1,1997,2.6700,1.2282,3.0000,1
157,0,8613,2,2,Q1,1997,2.9500,1.2980,1.0000,1
1199,0,8613,2,2,Q1,1997,5.1200,1.9968,2.0000,1
1189,0,8613,2,2,Q1,1997,0.7600,0.3496,1.0000,1
806,0,8613,2,2,Q1,1997,5.2000,2.5480,2.0000,1
397,0,8613,2,2,Q1,1997,2.7000,1.2150,2.0000,1
1212,0,8613,2,2,Q1,1997,0.5300,0.1908,1.0000,1
1322,0,5015,2,2,Q1,1997,6.4000,2.1120,2.0000,1
407,0,5015,2,2,Q1,1997,6.4200,2.1828,2.0000,1
451,0,5015,2,2,Q1,1997,1.7800,0.6230,1.0000,1
733,0,5015,2,2,Q1,1997,1.9500,0.6045,1.0000,1
1249,0,10179,2,2,Q1,1997,1.4800,0.6364,1.0000,1
1039,0,10179,2,2,Q1,1997,1.6200,0.5022,2.0000,1
687,0,3779,2,2,Q1,1997,0.9700,0.3492,1.0000,1
1143,0,3779,2,2,Q1,1997,3.5200,1.1616,2.0000,1
920,0,3779,2,2,Q1,1997,1.4600,0.4818,2.0000,1
444,0,3779,2,2,Q1,1997,5.1800,1.6576,2.0000,1
1459,0,3779,2,2,Q1,1997,1.4300,0.6578,1.0000,1
1529,0,3779,2,2,Q1,1997,3.2700,1.5696,1.0000,1
587,0,3779,2,2,Q1,1997,6.5400,2.4198,2.0000,1
1203,0,7008,2,2,Q1,1997,1.4600,0.5986,1.0000,1
381,0,7008,2,2,Q1,1997,2.3300,0.7223,1.0000,1
144,0,7008,2,2,Q1,1997,1.0200,0.4182,2.0000,1
1236,0,3883,2,2,Q1,1997,3.3200,1.1620,1.0000,1
281,0,3883,2,2,Q1,1997,2.6300,0.8153,1.0000,1
843,0,10261,2,2,Q1,1997,2.9400,1.2642,1.0000,1
1047,0,10261,2,2,Q1,1997,6.4600,1.9380,2.0000,1
597,0,2126,2,2,Q1,1997,5.6000,1.6800,2.0000,1
1053,0,2126,2,2,Q1,1997,1.8500,0.8880,1.0000,1
830,0,2126,2,2,Q1,1997,4.9000,2.1070,2.0000,1
354,0,2126,2,2,Q1,1997,2.2500,0.9225,1.0000,1
1369,0,2126,2,2,Q1,1997,3.3800,1.0816,1.0000,1
1440,0,2126,2,2,Q1,1997,5.6200,2.1356,2.0000,1
1554,0,6319,2,2,Q1,1997,2.5400,0.8382,1.0000,1
545,0,6319,2,2,Q1,1997,1.4500,0.5510,1.0000,1
18,0,5873,2,3,Q1,1997,2.6700,0.8544,1.0000,1
74,0,5873,2,3,Q1,1997,3.1400,1.3502,2.0000,1
1049,0,5873,2,3,Q1,1997,7.8600,2.9868,2.0000,1
1239,0,5873,2,3,Q1,1997,4.5600,1.3680,2.0000,1
1276,0,5397,2,3,Q1,1997,2.8600,0.9438,2.0000,1
973,0,5397,2,3,Q1,1997,2.6800,1.0988,2.0000,1
1056,0,5397,2,3,Q1,1997,5.8600,2.4026,2.0000,1
806,0,5397,2,3,Q1,1997,2.6000,1.1440,1.0000,1
710,0,206,2,3,Q1,1997,1.1900,0.5831,1.0000,1
1526,0,206,2,3,Q1,1997,3.3000,0.9900,2.0000,1
321,0,206,2,3,Q1,1997,4.8200,2.0244,2.0000,1
697,0,206,2,3,Q1,1997,2.6600,0.9842,2.0000,1
547,0,1493,2,3,Q1,1997,4.6200,2.1714,2.0000,1
431,0,1493,2,3,Q1,1997,0.9600,0.3744,1.0000,1
194,0,7656,2,3,Q1,1997,6.7200,2.6880,2.0000,1
664,0,7656,2,3,Q1,1997,1.7400,0.5220,1.0000,1
82,0,7656,2,3,Q1,1997,2.7000,1.2420,1.0000,1
271,0,7656,2,3,Q1,1997,4.7400,1.8012,2.0000,1
980,112,7192,2,3,Q1,1997,1.7200,0.8084,1.0000,1
1063,112,7192,2,3,Q1,1997,9.5400,4.6746,3.0000,1
814,112,7192,2,3,Q1,1997,5.1900,2.4393,3.0000,1
5,112,7192,2,3,Q1,1997,4.3800,1.9272,2.0000,1
1119,112,3739,2,3,Q1,1997,6.3400,2.2824,2.0000,1
231,112,3739,2,3,Q1,1997,5.3000,2.0670,2.0000,1
1047,112,8572,2,3,Q1,1997,3.2300,1.1628,1.0000,1
864,112,8572,2,3,Q1,1997,1.6300,0.6520,1.0000,1
1413,112,8572,2,3,Q1,1997,3.3800,1.1830,1.0000,1
1323,112,8572,2,3,Q1,1997,5.8800,2.4108,2.0000,1
448,112,8572,2,3,Q1,1997,1.5400,0.7084,1.0000,1
684,112,5188,2,3,Q1,1997,1.3600,0.4352,2.0000,1
368,112,5188,2,3,Q1,1997,3.4200,1.5732,3.0000,1
1316,112,5188,2,3,Q1,1997,1.4200,0.6106,2.0000,1
29,112,5188,2,3,Q1,1997,5.3400,1.6554,3.0000,1
1050,112,6319,2,3,Q1,1997,2.5600,0.9216,2.0000,1
828,112,6319,2,3,Q1,1997,2.5800,0.8772,2.0000,1
351,112,6319,2,3,Q1,1997,5.5200,1.7664,2.0000,1
152,112,4563,2,3,Q1,1997,2.8900,1.3005,1.0000,1
821,112,4563,2,3,Q1,1997,3.8200,1.7954,2.0000,1
784,112,4563,2,3,Q1,1997,1.0400,0.3744,2.0000,1
68,112,4563,2,3,Q1,1997,7.1200,2.2784,2.0000,1
712,0,9618,2,3,Q1,1997,3.8700,1.6641,1.0000,1
1061,0,9618,2,3,Q1,1997,1.6600,0.6806,1.0000,1
13,0,9618,2,3,Q1,1997,2.6500,1.1130,1.0000,1
456,0,9618,2,3,Q1,1997,5.3400,2.3496,2.0000,1
732,0,7961,2,3,Q1,1997,0.9100,0.4277,1.0000,1
683,0,7961,2,3,Q1,1997,2.1600,0.8208,1.0000,1
832,0,7961,2,3,Q1,1997,6.4800,2.3976,2.0000,1
1527,0,7961,2,3,Q1,1997,3.4600,1.6954,1.0000,1
1426,0,6403,2,3,Q1,1997,3.7400,1.5334,1.0000,1
484,0,6403,2,3,Q1,1997,3.6400,1.2740,1.0000,1
1339,0,6403,2,3,Q1,1997,1.3100,0.4978,1.0000,1
1476,0,6403,2,3,Q1,1997,2.2600,1.0396,1.0000,1
334,0,6403,2,3,Q1,1997,1.5600,0.4836,2.0000,1
230,0,6403,2,3,Q1,1997,1.1900,0.5831,1.0000,1
447,0,1333,2,3,Q1,1997,5.7600,2.3616,2.0000,1
480,0,5649,2,3,Q1,1997,5.0700,2.3829,3.0000,1
524,0,5649,2,3,Q1,1997,3.4800,1.1136,2.0000,1
1166,0,6468,2,3,Q1,1997,2.2100,1.0387,1.0000,1
850,0,6468,2,3,Q1,1997,3.9900,1.5561,3.0000,1
241,0,6468,2,3,Q1,1997,8.7300,3.0555,3.0000,1
97,0,6468,2,3,Q1,1997,0.5900,0.2891,1.0000,1
114,0,6468,2,3,Q1,1997,2.7600,1.1316,3.0000,1
142,0,9278,2,3,Q1,1997,2.3200,0.9744,1.0000,1
757,0,9278,2,3,Q1,1997,1.4700,0.4410,1.0000,1
468,0,9278,2,3,Q1,1997,3.4800,1.5312,2.0000,1
1333,0,8177,2,3,Q1,1997,0.9300,0.3162,1.0000,1
711,0,8177,2,3,Q1,1997,2.8900,1.0982,1.0000,1
1433,0,8177,2,3,Q1,1997,5.2600,2.4196,2.0000,1
412,0,8177,2,3,Q1,1997,2.7600,0.8556,2.0000,1
1264,0,854,2,3,Q1,1997,2.3500,1.0340,1.0000,1
1308,0,854,2,3,Q1,1997,5.1600,2.3220,2.0000,1
33,0,854,2,3,Q1,1997,1.3600,0.4216,1.0000,1
898,0,9278,2,3,Q1,1997,1.7400,0.8526,1.0000,1
848,0,9278,2,3,Q1,1997,2.2600,0.9040,1.0000,1
998,0,9278,2,3,Q1,1997,2.5000,0.9750,2.0000,1
549,0,9278,2,3,Q1,1997,1.6800,0.5376,1.0000,1
732,0,2630,2,3,Q1,1997,1.8200,0.7826,2.0000,1
1347,0,2630,2,3,Q1,1997,1.7700,0.7611,1.0000,1
1058,0,2630,2,3,Q1,1997,2.7600,1.1592,1.0000,1
782,0,2630,2,3,Q1,1997,4.6800,1.6848,2.0000,1
1198,0,2630,2,3,Q1,1997,6.8600,2.9498,2.0000,1
1297,0,7456,2,3,Q1,1997,1.6600,0.5478,1.0000,1
1208,0,7456,2,3,Q1,1997,2.8700,1.2628,1.0000,1
332,0,7456,2,3,Q1,1997,2.2100,0.8177,1.0000,1
988,0,7456,2,3,Q1,1997,3.6100,1.4801,1.0000,1
1041,0,7586,2,3,Q1,1997,1.4200,0.5680,2.0000,1
60,0,7586,2,3,Q1,1997,5.3200,2.2876,2.0000,1
1447,0,7586,2,3,Q1,1997,2.9600,1.0952,1.0000,1
279,0,8523,2,3,Q1,1997,5.6400,2.1996,2.0000,1
762,0,8523,2,3,Q1,1997,3.7000,1.1840,1.0000,1
739,0,2741,2,3,Q1,1997,7.1400,2.7132,3.0000,1
1355,0,2741,2,3,Q1,1997,1.2600,0.4158,2.0000,1
652,0,2741,2,3,Q1,1997,1.6700,0.5177,1.0000,1
789,0,2741,2,3,Q1,1997,3.6200,1.4842,1.0000,1
1371,0,8732,2,3,Q1,1997,4.9400,2.2724,2.0000,1
602,0,8732,2,3,Q1,1997,4.2800,1.3696,2.0000,1
939,0,8732,2,3,Q1,1997,1.4000,0.4480,2.0000,1
207,0,3211,2,3,Q1,1997,1.2400,0.5332,1.0000,1
1394,0,3211,2,3,Q1,1997,2.5300,0.9108,1.0000,1
119,0,3211,2,3,Q1,1997,4.5600,2.1888,2.0000,1
829,0,3211,2,3,Q1,1997,4.3400,2.1266,2.0000,1
673,0,3211,2,3,Q1,1997,5.4800,2.4112,2.0000,1
772,0,7462,2,3,Q1,1997,3.8800,1.6296,2.0000,1
1352,0,7462,2,3,Q1,1997,2.6500,1.2190,1.0000,1
1462,0,7462,2,3,Q1,1997,1.4600,0.6716,2.0000,1
1545,0,7462,2,3,Q1,1997,4.5800,1.4656,2.0000,1
1333,114,3182,2,4,Q2,1997,0.9300,0.3348,1.0000,1
312,114,3182,2,4,Q2,1997,2.1300,1.0011,1.0000,1
1088,114,3182,2,4,Q2,1997,6.6400,3.1208,2.0000,1
492,114,1934,2,4,Q2,1997,3.5400,1.4514,2.0000,1
935,114,1934,2,4,Q2,1997,2.8000,0.9520,1.0000,1
1164,114,1934,2,4,Q2,1997,3.4200,1.3680,2.0000,1
1208,114,1934,2,4,Q2,1997,2.8700,1.2054,1.0000,1
1491,114,1934,2,4,Q2,1997,2.5800,1.0578,1.0000,1
642,114,1934,2,4,Q2,1997,1.6600,0.6308,1.0000,1
486,114,1934,2,4,Q2,1997,1.1400,0.4674,1.0000,1
659,114,1057,2,4,Q2,1997,3.2100,1.4124,1.0000,1
22,114,1057,2,4,Q2,1997,4.5800,1.8778,2.0000,1
1518,114,1057,2,4,Q2,1997,3.5200,1.6544,1.0000,1
975,114,1057,2,4,Q2,1997,3.7600,1.7296,1.0000,1
632,114,1057,2,4,Q2,1997,1.6600,0.5810,2.0000,1
1247,114,1057,2,4,Q2,1997,3.3600,1.4112,2.0000,1
1197,114,5650,2,4,Q2,1997,3.1400,1.0362,1.0000,1
1108,114,5650,2,4,Q2,1997,1.6400,0.7052,1.0000,1
232,114,5650,2,4,Q2,1997,2.6300,1.1309,1.0000,1
1443,114,4563,2,4,Q2,1997,4.3400,2.0832,2.0000,1
767,114,4563,2,4,Q2,1997,2.9000,1.1310,2.0000,1
1237,114,4563,2,4,Q2,1997,2.7500,1.0175,1.0000,1
52,114,3645,2,4,Q2,1997,2.1700,1.0850,1.0000,1
268,114,3645,2,4,Q2,1997,1.7300,0.6574,1.0000,1
666,0,1264,2,4,Q2,1997,0.8900,0.3916,1.0000,1
30,0,1264,2,4,Q2,1997,2.8200,1.1562,2.0000,1
1111,0,1264,2,4,Q2,1997,0.7800,0.3276,1.0000,1
982,0,1264,2,4,Q2,1997,2.8800,1.1808,1.0000,1
639,0,1264,2,4,Q2,1997,6.5600,2.2960,2.0000,1
1255,0,1264,2,4,Q2,1997,2.4800,1.0416,2.0000,1
1205,0,5720,2,4,Q2,1997,2.6000,0.8320,1.0000,1
1115,0,5720,2,4,Q2,1997,2.5000,1.0750,1.0000,1
240,0,5720,2,4,Q2,1997,0.8600,0.3096,1.0000,1
895,0,5720,2,4,Q2,1997,0.6500,0.3185,1.0000,1
1531,0,6814,2,4,Q2,1997,1.0200,0.4692,2.0000,1
550,0,6814,2,4,Q2,1997,4.8000,1.9680,2.0000,1
379,0,6814,2,4,Q2,1997,3.8500,1.5400,1.0000,1
63,0,6814,2,4,Q2,1997,5.9000,2.7730,2.0000,1
1011,0,6814,2,4,Q2,1997,6.3400,2.2190,2.0000,1
143,0,5720,2,4,Q2,1997,4.9200,2.2632,2.0000,1
1158,0,5720,2,4,Q2,1997,1.3200,0.5808,1.0000,1
1229,0,5720,2,4,Q2,1997,2.6000,1.0140,2.0000,1
576,0,9517,2,4,Q2,1997,1.4000,0.6160,2.0000,1
1418,0,9517,2,4,Q2,1997,3.2200,1.5456,2.0000,1
863,0,9517,2,4,Q2,1997,2.9800,0.9536,1.0000,1
663,0,5650,2,4,Q2,1997,1.7600,0.8272,1.0000,1
426,0,5650,2,4,Q2,1997,0.6000,0.2220,1.0000,1
310,0,5650,2,4,Q2,1997,0.7600,0.2964,1.0000,1
659,0,5650,2,4,Q2,1997,3.2100,0.9951,1.0000,1
1169,0,5650,2,4,Q2,1997,2.9800,1.0132,1.0000,1
54,0,5650,2,4,Q2,1997,5.8600,2.7542,2.0000,1
697,0,5650,2,4,Q2,1997,2.6600,1.2236,2.0000,1
1356,114,1695,2,4,Q2,1997,3.2000,1.0880,2.0000,1
1106,114,1695,2,4,Q2,1997,3.0400,0.9728,2.0000,1
394,114,1695,2,4,Q2,1997,6.2600,3.0674,2.0000,1
850,114,1695,2,4,Q2,1997,1.3300,0.6517,1.0000,1
627,114,1695,2,4,Q2,1997,1.7000,0.8160,1.0000,1
151,114,1695,2,4,Q2,1997,5.8200,2.1534,2.0000,1
1099,114,206,2,4,Q2,1997,3.2400,1.5228,1.0000,1
1436,114,206,2,4,Q2,1997,1.8400,0.6072,2.0000,1
667,114,7798,2,4,Q2,1997,2.6600,0.9044,1.0000,1
1176,114,7798,2,4,Q2,1997,5.1300,2.3085,3.0000,1
1526,114,9305,2,4,Q2,1997,1.6500,0.5115,1.0000,1
157,114,9305,2,4,Q2,1997,5.9000,2.8320,2.0000,1
733,114,9305,2,4,Q2,1997,3.9000,1.8330,2.0000,1
1293,114,10188,2,4,Q2,1997,4.3200,1.9872,3.0000,1
1270,114,10188,2,4,Q2,1997,5.3800,2.0982,2.0000,1
194,114,10188,2,4,Q2,1997,3.3600,1.6128,1.0000,1
1463,114,8377,2,4,Q2,1997,1.9800,0.6138,1.0000,1
321,114,8377,2,4,Q2,1997,4.8200,1.7834,2.0000,1
458,114,5164,2,4,Q2,1997,1.5000,0.7200,1.0000,1
1047,114,5164,2,4,Q2,1997,3.2300,1.3889,1.0000,1
425,114,5164,2,4,Q2,1997,2.5600,1.1008,2.0000,1
1147,114,5164,2,4,Q2,1997,2.8400,0.9372,2.0000,1
125,114,5164,2,4,Q2,1997,4.6400,1.9488,2.0000,1
487,114,5164,2,4,Q2,1997,2.6000,1.2220,1.0000,1
1533,0,1810,2,4,Q2,1997,2.5000,0.7750,1.0000,1
165,0,1810,2,4,Q2,1997,3.5000,1.6800,2.0000,1
741,0,1810,2,4,Q2,1997,1.4600,0.6132,2.0000,1
1300,0,1503,2,4,Q2,1997,2.9000,1.3630,2.0000,1
864,0,1503,2,4,Q2,1997,3.2600,1.2714,2.0000,1
1346,0,1503,2,4,Q2,1997,2.3500,1.1045,1.0000,1
1373,0,7032,2,4,Q2,1997,3.6000,1.0800,1.0000,1
780,0,338,2,4,Q2,1997,5.6800,2.6128,2.0000,1
