product_id,customer_id,store_id,promotion_id,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,fact_count
412,8177,2,0,3,Q1,1997,2.7600,0.8556,2.0000,1
1264,854,2,0,3,Q1,1997,2.3500,1.0340,1.0000,1
1308,854,2,0,3,Q1,1997,5.1600,2.3220,2.0000,1
33,854,2,0,3,Q1,1997,1.3600,0.4216,1.0000,1
898,9278,2,0,3,Q1,1997,1.7400,0.8526,1.0000,1
848,9278,2,0,3,Q1,1997,2.2600,0.9040,1.0000,1
998,9278,2,0,3,Q1,1997,2.5000,0.9750,2.0000,1
549,9278,2,0,3,Q1,1997,1.6800,0.5376,1.0000,1
732,2630,2,0,3,Q1,1997,1.8200,0.7826,2.0000,1
1347,2630,2,0,3,Q1,1997,1.7700,0.7611,1.0000,1
1058,2630,2,0,3,Q1,1997,2.7600,1.1592,1.0000,1
782,2630,2,0,3,Q1,1997,4.6800,1.6848,2.0000,1
1198,2630,2,0,3,Q1,1997,6.8600,2.9498,2.0000,1
1297,7456,2,0,3,Q1,1997,1.6600,0.5478,1.0000,1
1208,7456,2,0,3,Q1,1997,2.8700,1.2628,1.0000,1
332,7456,2,0,3,Q1,1997,2.2100,0.8177,1.0000,1
988,7456,2,0,3,Q1,1997,3.6100,1.4801,1.0000,1
1041,7586,2,0,3,Q1,1997,1.4200,0.5680,2.0000,1
60,7586,2,0,3,Q1,1997,5.3200,2.2876,2.0000,1
1447,7586,2,0,3,Q1,1997,2.9600,1.0952,1.0000,1
279,8523,2,0,3,Q1,1997,5.6400,2.1996,2.0000,1
762,8523,2,0,3,Q1,1997,3.7000,1.1840,1.0000,1
739,2741,2,0,3,Q1,1997,7.1400,2.7132,3.0000,1
1355,2741,2,0,3,Q1,1997,1.2600,0.4158,2.0000,1
652,2741,2,0,3,Q1,1997,1.6700,0.5177,1.0000,1
789,2741,2,0,3,Q1,1997,3.6200,1.4842,1.0000,1
1371,8732,2,0,3,Q1,1997,4.9400,2.2724,2.0000,1
602,8732,2,0,3,Q1,1997,4.2800,1.3696,2.0000,1
939,8732,2,0,3,Q1,1997,1.4000,0.4480,2.0000,1
207,3211,2,0,3,Q1,1997,1.2400,0.5332,1.0000,1
1394,3211,2,0,3,Q1,1997,2.5300,0.9108,1.0000,1
119,3211,2,0,3,Q1,1997,4.5600,2.1888,2.0000,1
829,3211,2,0,3,Q1,1997,4.3400,2.1266,2.0000,1
673,3211,2,0,3,Q1,1997,5.4800,2.4112,2.0000,1
772,7462,2,0,3,Q1,1997,3.8800,1.6296,2.0000,1
1352,7462,2,0,3,Q1,1997,2.6500,1.2190,1.0000,1
1462,7462,2,0,3,Q1,1997,1.4600,0.6716,2.0000,1
1545,7462,2,0,3,Q1,1997,4.5800,1.4656,2.0000,1
1333,3182,2,114,4,Q2,1997,0.9300,0.3348,1.0000,1
312,3182,2,114,4,Q2,1997,2.1300,1.0011,1.0000,1
1088,3182,2,114,4,Q2,1997,6.6400,3.1208,2.0000,1
492,1934,2,114,4,Q2,1997,3.5400,1.4514,2.0000,1
935,1934,2,114,4,Q2,1997,2.8000,0.9520,1.0000,1
1164,1934,2,114,4,Q2,1997,3.4200,1.3680,2.0000,1
1208,1934,2,114,4,Q2,1997,2.8700,1.2054,1.0000,1
1491,1934,2,114,4,Q2,1997,2.5800,1.0578,1.0000,1
642,1934,2,114,4,Q2,1997,1.6600,0.6308,1.0000,1
486,1934,2,114,4,Q2,1997,1.1400,0.4674,1.0000,1
659,1057,2,114,4,Q2,1997,3.2100,1.4124,1.0000,1
22,1057,2,114,4,Q2,1997,4.5800,1.8778,2.0000,1
1518,1057,2,114,4,Q2,1997,3.5200,1.6544,1.0000,1
975,1057,2,114,4,Q2,1997,3.7600,1.7296,1.0000,1
632,1057,2,114,4,Q2,1997,1.6600,0.5810,2.0000,1
1247,1057,2,114,4,Q2,1997,3.3600,1.4112,2.0000,1
1197,5650,2,114,4,Q2,1997,3.1400,1.0362,1.0000,1
1108,5650,2,114,4,Q2,1997,1.6400,0.7052,1.0000,1
232,5650,2,114,4,Q2,1997,2.6300,1.1309,1.0000,1
1443,4563,2,114,4,Q2,1997,4.3400,2.0832,2.0000,1
767,4563,2,114,4,Q2,1997,2.9000,1.1310,2.0000,1
1237,4563,2,114,4,Q2,1997,2.7500,1.0175,1.0000,1
52,3645,2,114,4,Q2,1997,2.1700,1.0850,1.0000,1
268,3645,2,114,4,Q2,1997,1.7300,0.6574,1.0000,1
666,1264,2,0,4,Q2,1997,0.8900,0.3916,1.0000,1
30,1264,2,0,4,Q2,1997,2.8200,1.1562,2.0000,1
1111,1264,2,0,4,Q2,1997,0.7800,0.3276,1.0000,1
982,1264,2,0,4,Q2,1997,2.8800,1.1808,1.0000,1
639,1264,2,0,4,Q2,1997,6.5600,2.2960,2.0000,1
1255,1264,2,0,4,Q2,1997,2.4800,1.0416,2.0000,1
1205,5720,2,0,4,Q2,1997,2.6000,0.8320,1.0000,1
1115,5720,2,0,4,Q2,1997,2.5000,1.0750,1.0000,1
240,5720,2,0,4,Q2,1997,0.8600,0.3096,1.0000,1
895,5720,2,0,4,Q2,1997,0.6500,0.3185,1.0000,1
1531,6814,2,0,4,Q2,1997,1.0200,0.4692,2.0000,1
550,6814,2,0,4,Q2,1997,4.8000,1.9680,2.0000,1
379,6814,2,0,4,Q2,1997,3.8500,1.5400,1.0000,1
63,6814,2,0,4,Q2,1997,5.9000,2.7730,2.0000,1
1011,6814,2,0,4,Q2,1997,6.3400,2.2190,2.0000,1
143,5720,2,0,4,Q2,1997,4.9200,2.2632,2.0000,1
1158,5720,2,0,4,Q2,1997,1.3200,0.5808,1.0000,1
1229,5720,2,0,4,Q2,1997,2.6000,1.0140,2.0000,1
576,9517,2,0,4,Q2,1997,1.4000,0.6160,2.0000,1
1418,9517,2,0,4,Q2,1997,3.2200,1.5456,2.0000,1
863,9517,2,0,4,Q2,1997,2.9800,0.9536,1.0000,1
663,5650,2,0,4,Q2,1997,1.7600,0.8272,1.0000,1
426,5650,2,0,4,Q2,1997,0.6000,0.2220,1.0000,1
310,5650,2,0,4,Q2,1997,0.7600,0.2964,1.0000,1
659,5650,2,0,4,Q2,1997,3.2100,0.9951,1.0000,1
1169,5650,2,0,4,Q2,1997,2.9800,1.0132,1.0000,1
54,5650,2,0,4,Q2,1997,5.8600,2.7542,2.0000,1
697,5650,2,0,4,Q2,1997,2.6600,1.2236,2.0000,1
1356,1695,2,114,4,Q2,1997,3.2000,1.0880,2.0000,1
1106,1695,2,114,4,Q2,1997,3.0400,0.9728,2.0000,1
394,1695,2,114,4,Q2,1997,6.2600,3.0674,2.0000,1
850,1695,2,114,4,Q2,1997,1.3300,0.6517,1.0000,1
627,1695,2,114,4,Q2,1997,1.7000,0.8160,1.0000,1
151,1695,2,114,4,Q2,1997,5.8200,2.1534,2.0000,1
1099,206,2,114,4,Q2,1997,3.2400,1.5228,1.0000,1
1436,206,2,114,4,Q2,1997,1.8400,0.6072,2.0000,1
667,7798,2,114,4,Q2,1997,2.6600,0.9044,1.0000,1
1176,7798,2,114,4,Q2,1997,5.1300,2.3085,3.0000,1
1526,9305,2,114,4,Q2,1997,1.6500,0.5115,1.0000,1
157,9305,2,114,4,Q2,1997,5.9000,2.8320,2.0000,1
733,9305,2,114,4,Q2,1997,3.9000,1.8330,2.0000,1
1293,10188,2,114,4,Q2,1997,4.3200,1.9872,3.0000,1
1270,10188,2,114,4,Q2,1997,5.3800,2.0982,2.0000,1
194,10188,2,114,4,Q2,1997,3.3600,1.6128,1.0000,1
1463,8377,2,114,4,Q2,1997,1.9800,0.6138,1.0000,1
321,8377,2,114,4,Q2,1997,4.8200,1.7834,2.0000,1
458,5164,2,114,4,Q2,1997,1.5000,0.7200,1.0000,1
1047,5164,2,114,4,Q2,1997,3.2300,1.3889,1.0000,1
425,5164,2,114,4,Q2,1997,2.5600,1.1008,2.0000,1
1147,5164,2,114,4,Q2,1997,2.8400,0.9372,2.0000,1
125,5164,2,114,4,Q2,1997,4.6400,1.9488,2.0000,1
487,5164,2,114,4,Q2,1997,2.6000,1.2220,1.0000,1
1533,1810,2,0,4,Q2,1997,2.5000,0.7750,1.0000,1
165,1810,2,0,4,Q2,1997,3.5000,1.6800,2.0000,1
741,1810,2,0,4,Q2,1997,1.4600,0.6132,2.0000,1
1300,1503,2,0,4,Q2,1997,2.9000,1.3630,2.0000,1
864,1503,2,0,4,Q2,1997,3.2600,1.2714,2.0000,1
1346,1503,2,0,4,Q2,1997,2.3500,1.1045,1.0000,1
1373,7032,2,0,4,Q2,1997,3.6000,1.0800,1.0000,1
780,338,2,0,4,Q2,1997,5.6800,2.6128,2.0000,1
38,338,2,0,4,Q2,1997,1.3100,0.4061,1.0000,1
